Acquisition Time	Negative Width	Fall Time	Rise Time	Peak-to-Peak
2460951.703009259421	1.93E-8	7.5E-9	2.22E-8	1.1440000534E0
2460951.703043981455	1.89E-8	8.4E-9	2.15E-8	8.080000281E-1
2460951.703078703489	1.75E-8	9.2E-9	1.98E-8	4.640000165E-1
2460951.703113425989	1.66E-8	8.9E-9	2.24E-8	4.480000138E-1
2460951.703148148023	2.0E-8	9.1E-9	2.18E-8	5.280000567E-1
2460951.703217592556	1.83E-8	6.8E-9	2.12E-8	5.920000076E-1
2460951.703240740579	1.73E-8	5.7E-9	2.28E-8	4.320000112E-1
2460951.703275463078	1.77E-8	6.2E-9	2.18E-8	4.079999924E-1
2460951.703310185112	1.54E-8	9.3E-9	2.1E-8	4.00000006E-1
2460951.703391203657	1.72E-8	9.8E-9	2.06E-8	7.36000061E-1
2460951.703425926156	1.9E-8	8.8E-9	2.32E-8	5.520000458E-1
2460951.703460648190	1.65E-8	7.8E-9	2.32E-8	7.599999905E-1
2460951.703495370224	1.55E-8	6.9E-9	2.0E-8	4.080000222E-1
2460951.703530092724	1.69E-8	6.5E-9	2.54E-8	7.039999962E-1
2460951.703576388769	1.95E-8	6.2E-9	2.14E-8	4.960000217E-1
2460951.703622685280	1.63E-8	9.0E-9	1.86E-8	4.23999995E-1
2460951.703657407314	1.83E-8	9.4E-9	1.98E-8	5.360000134E-1
2460951.703692129813	1.69E-8	8.2E-9	2.28E-8	4.160000086E-1
2460951.703726851847	1.7E-8	1.02E-8	2.13E-8	6.480000615E-1
2460951.703773148358	2.3E-8	7.0E-9	2.12E-8	4.079999924E-1
2460951.703807870392	1.98E-8	9.2E-9	2.06E-8	4.640000165E-1
2460951.703877314925	1.8E-8	1.02E-8	2.01E-8	4.000000358E-1
2460951.703923610970	1.63E-8	8.5E-9	2.42E-8	6.400000453E-1
2460951.703958333470	1.61E-8	8.3E-9	2.17E-8	4.800000191E-1
2460951.703993055504	2.01E-8	9.5E-9	2.37E-8	4.160000086E-1
2460951.704027778003	1.79E-8	8.2E-9	2.0E-8	4.00000006E-1
2460951.704062500037	1.67E-8	6.0E-9	2.26E-8	4.640000165E-1
2460951.704097222071	1.62E-8	1.06E-8	2.2E-8	4.240000248E-1
2460951.704178240616	1.3E-8	8.7E-9	2.1E-8	4.00000006E-1
2460951.704247685149	1.72E-8	6.2E-9	2.16E-8	4.240000248E-1
2460951.704282407183	1.27E-8	7.6E-9	2.4E-8	4.560000002E-1
2460951.704317129683	1.77E-8	6.2E-9	2.32E-8	5.040000081E-1
2460951.704351851717	1.94E-8	6.8E-9	2.26E-8	5.520000458E-1
2460951.704398148227	1.57E-8	7.8E-9	1.94E-8	4.00000006E-1
2460951.704432870261	1.77E-8	5.6E-9	2.33E-8	6.160000563E-1
2460951.704490740784	1.71E-8	1.13E-8	2.34E-8	4.079999924E-1
2460951.704606481362	1.4E-8	1.2E-8	2.16E-8	4.480000138E-1
2460951.704629629850	1.57E-8	7.4E-9	2.36E-8	4.640000165E-1
2460951.704675925896	2.13E-8	9.1E-9	2.12E-8	6.080000401E-1
2460951.704710647929	1.72E-8	1.14E-8	2.2E-8	4.720000327E-1
2460951.704745370429	1.65E-8	6.5E-9	2.44E-8	8.240000606E-1
2460951.704791666474	1.9E-8	7.8E-9	2.28E-8	6.160000563E-1
2460951.704826388974	1.87E-8	8.2E-9	2.29E-8	5.360000134E-1
2460951.704861111008	1.89E-8	8.3E-9	2.39E-8	1.3360000849E0
2460951.704942129552	1.74E-8	6.8E-9	2.02E-8	4.320000112E-1
2460951.704965277575	1.84E-8	7.8E-9	2.13E-8	6.720000505E-1
2460951.705000000075	1.99E-8	7.4E-9	2.36E-8	4.720000327E-1
2460951.705034722108	1.66E-8	1.14E-8	2.16E-8	4.000000358E-1
2460951.705115740653	1.8E-8	8.2E-9	2.06E-8	4.079999924E-1
2460951.705150463153	2.14E-8	4.8E-9	1.9E-8	5.680000186E-1
2460951.705196759198	1.55E-8	1.18E-8	2.2E-8	4.560000002E-1
2460951.705300925765	1.64E-8	7.9E-9	2.16E-8	4.399999976E-1
2460951.705324074253	1.93E-8	7.2E-9	2.18E-8	5.040000081E-1
2460951.705405092798	1.99E-8	1.03E-8	2.4E-8	5.360000134E-1
2460951.705439814832	1.58E-8	9.4E-9	2.32E-8	4.160000086E-1
2460951.705520833377	1.43E-8	7.2E-9	2.4E-8	5.440000296E-1
2460951.705555555411	1.87E-8	7.5E-9	2.22E-8	8.800000548E-1
2460951.705590277910	1.54E-8	8.0E-9	2.16E-8	7.760000229E-1
2460951.705624999944	1.74E-8	7.6E-9	2.04E-8	4.320000112E-1
2460951.705671296455	1.59E-8	5.8E-9	1.88E-8	4.399999976E-1
2460951.705706018489	1.92E-8	6.4E-9	1.86E-8	4.00000006E-1
2460951.705740740523	1.75E-8	6.9E-9	2.21E-8	6.560000181E-1
2460951.705775463022	1.51E-8	7.7E-9	2.43E-8	5.759999752E-1
2460951.705810185056	1.81E-8	8.8E-9	2.02E-8	6.320000291E-1
2460951.705844907556	1.83E-8	4.6E-9	2.21E-8	8.480000496E-1
2460951.705879629590	1.58E-8	8.0E-9	2.24E-8	4.000000358E-1
2460951.705914351624	1.93E-8	2.6E-8	2.38E-8	4.00000006E-1
2460951.705949074123	1.62E-8	7.5E-9	2.28E-8	8.800000548E-1
2460951.705983796157	2.22E-8	8.8E-9	1.78E-8	4.399999976E-1
2460951.706053240690	1.59E-8	1.08E-8	2.08E-8	4.00000006E-1
2460951.706099537201	1.64E-8	8.7E-9	2.1E-8	8.88000071E-1
2460951.706122685224	1.77E-8	1.04E-8	2.16E-8	1.2800000906E0
2460951.706192129757	1.83E-8	6.9E-9	2.22E-8	6.399999857E-1
2460951.706226851791	1.62E-8	7.4E-9	2.4E-8	4.320000112E-1
2460951.706261574291	1.88E-8	6.4E-9	2.12E-8	4.00000006E-1
2460951.706296296325	1.69E-8	8.6E-9	1.98E-8	4.640000165E-1
2460951.706331018358	1.44E-8	5.3E-9	1.82E-8	4.079999924E-1
2460951.706365740858	2.0E-8	7.0E-9	2.58E-8	4.800000191E-1
2460951.706412036903	1.89E-8	8.8E-9	2.45E-8	8.800000548E-1
2460951.706446759403	1.72E-8	6.1E-9	2.38E-8	1.120000124E0
2460951.706469907425	1.75E-8	6.4E-9	2.3E-8	5.680000186E-1
2460951.706516203471	1.65E-8	7.0E-9	2.07E-8	5.680000186E-1
2460951.706585648004	1.58E-8	7.6E-9	2.48E-8	4.640000165E-1
2460951.706620370504	1.87E-8	6.6E-9	2.06E-8	5.280000567E-1
2460951.706655092537	1.69E-8	6.9E-9	2.28E-8	5.360000134E-1
2460951.706724537071	2.06E-8	1.2E-8	1.68E-8	4.160000086E-1
2460951.706759259105	1.91E-8	6.8E-9	2.22E-8	5.519999862E-1
2460951.706793981604	1.79E-8	7.2E-9	1.96E-8	5.280000567E-1
2460951.706828703638	2.08E-8	9.0E-9	2.18E-8	4.400000274E-1
2460951.706875000149	1.62E-8	1.0E-8	2.06E-8	4.399999976E-1
2460951.706909722183	1.85E-8	1.06E-8	2.24E-8	4.320000112E-1
2460951.706944444217	1.85E-8	6.2E-9	2.23E-8	1.2160000801E0
2460951.707013888750	1.71E-8	5.1E-9	2.56E-8	4.480000138E-1
2460951.707060185261	1.76E-8	5.4E-9	1.92E-8	4.00000006E-1
2460951.707094907295	2.08E-8	7.4E-9	2.36E-8	4.320000112E-1
2460951.707129629795	1.92E-8	5.4E-9	2.14E-8	1.432000041E0
2460951.707164351828	2.09E-8	1.14E-8	1.92E-8	4.080000222E-1
2460951.707199073862	2.03E-8	8.3E-9	2.26E-8	6.640000343E-1
2460951.707245370373	1.96E-8	6.9E-9	2.24E-8	1.1360000372E0
2460951.707314814907	1.85E-8	1.11E-8	2.21E-8	4.160000086E-1
2460951.707361110952	1.56E-8	8.8E-9	2.32E-8	4.320000112E-1
2460951.707395833451	1.75E-8	5.8E-9	1.98E-8	4.23999995E-1
2460951.707430555485	1.89E-8	6.3E-9	2.12E-8	6.880000234E-1
2460951.707465277985	1.8E-8	6.3E-9	2.14E-8	6.159999967E-1
2460951.707500000019	1.56E-8	8.7E-9	2.34E-8	6.640000343E-1
2460951.707581018563	1.7E-8	7.1E-9	2.76E-8	5.520000458E-1
2460951.707615740597	2.03E-8	6.5E-9	2.1E-8	1.3440001011E0
2460951.707650463097	1.78E-8	1.14E-8	1.87E-8	4.560000002E-1
2460951.707685185131	1.83E-8	7.4E-9	2.1E-8	7.040000558E-1
2460951.707731481642	1.64E-8	7.0E-9	1.82E-8	4.079999924E-1
2460951.707766203675	1.81E-8	6.2E-9	2.2E-8	4.880000055E-1
2460951.707835648209	1.74E-8	6.3E-9	2.24E-8	5.040000081E-1
2460951.707858796231	1.65E-8	6.1E-9	2.28E-8	5.200000405E-1
2460951.707939814776	1.38E-8	8.4E-9	2.17E-8	4.23999995E-1
2460951.707974536810	1.69E-8	9.0E-9	2.1E-8	4.399999976E-1
2460951.708009259310	1.72E-8	5.9E-9	2.16E-8	4.880000055E-1
2460951.708032407332	1.59E-8	1.08E-8	2.13E-8	4.720000327E-1
2460951.708067129832	1.6E-8	9.8E-9	2.08E-8	4.00000006E-1
2460951.708101851866	1.88E-8	9.2E-9	2.4E-8	5.519999862E-1
2460951.708148148376	1.81E-8	8.9E-9	2.31E-8	1.3440001011E0
2460951.708194444422	1.76E-8	6.6E-9	1.9E-8	4.079999924E-1
2460951.708217592444	1.79E-8	8.2E-9	2.37E-8	6.560000181E-1
2460951.708275462966	1.82E-8	6.7E-9	2.14E-8	4.640000165E-1
2460951.708310185000	1.77E-8	7.7E-9	2.46E-8	5.360000134E-1
2460951.708391203545	1.86E-8	1.1E-8	2.14E-8	4.5600003E-1
2460951.708414352033	1.89E-8	8.2E-9	2.08E-8	4.640000165E-1
2460951.708449074067	2.22E-8	8.2E-9	2.22E-8	4.079999924E-1
2460951.708483796101	2.04E-8	7.0E-9	2.48E-8	4.160000086E-1
2460951.708530092612	1.94E-8	5.8E-9	1.78E-8	4.399999976E-1
2460951.708564814646	1.73E-8	9.1E-9	2.29E-8	7.440000772E-1
2460951.708599537145	1.72E-8	6.5E-9	2.38E-8	4.00000006E-1
2460951.708634259179	2.02E-8	6.9E-9	2.08E-8	4.800000191E-1
2460951.708668981679	1.32E-8	7.7E-9	2.42E-8	5.759999752E-1
2460951.708703703713	1.83E-8	1.04E-8	2.08E-8	5.520000458E-1
2460951.708750000224	1.49E-8	6.4E-9	2.46E-8	4.960000217E-1
2460951.708773148246	1.58E-8	7.0E-9	2.52E-8	4.480000138E-1
2460951.708877314813	1.43E-8	6.5E-9	2.62E-8	4.160000086E-1
2460951.708923611324	1.72E-8	7.0E-9	2.52E-8	4.399999976E-1
2460951.708958333358	1.75E-8	8.1E-9	2.58E-8	4.960000217E-1
2460951.709004629403	1.83E-8	8.1E-9	2.08E-8	8.320000768E-1
2460951.709050925914	1.77E-8	7.5E-9	2.54E-8	4.720000029E-1
2460951.709085647948	1.94E-8	5.6E-9	2.4E-8	8.88000071E-1
2460951.709155092482	1.44E-8	7.2E-9	2.42E-8	4.000000358E-1
2460951.709178240970	1.8E-8	7.9E-9	2.16E-8	5.199999809E-1
2460951.709212963004	1.9E-8	5.4E-9	2.48E-8	4.480000138E-1
2460951.709247685038	1.97E-8	7.1E-9	2.54E-8	5.360000134E-1
2460951.709282407537	2.05E-8	5.6E-9	2.12E-8	4.23999995E-1
2460951.709317129571	1.61E-8	9.4E-9	2.28E-8	4.320000112E-1
2460951.709351852071	2.07E-8	7.4E-9	2.0E-8	6.960000396E-1
2460951.709386574104	1.76E-8	7.0E-9	2.16E-8	8.400000334E-1
2460951.709421296138	1.81E-8	9.7E-9	2.08E-8	5.120000243E-1
2460951.709456018638	1.72E-8	1.06E-8	2.46E-8	4.640000165E-1
2460951.709490740672	1.88E-8	7.4E-9	1.98E-8	9.760000706E-1
2460951.709525463171	1.49E-8	8.4E-9	2.5E-8	4.000000358E-1
2460951.709560185205	1.74E-8	9.2E-9	2.2E-8	6.160000563E-1
2460951.709594907239	1.65E-8	6.2E-9	2.06E-8	4.800000191E-1
2460951.709629629739	1.62E-8	1.18E-8	2.13E-8	4.880000055E-1
2460951.709664351773	1.74E-8	8.4E-9	2.28E-8	8.480000496E-1
2460951.709699074272	1.71E-8	7.0E-9	2.32E-8	4.960000217E-1
2460951.709733796306	1.74E-8	1.02E-8	2.02E-8	4.399999976E-1
2460951.709768518340	1.7E-8	9.4E-9	2.51E-8	7.12000072E-1
2460951.709803240839	1.83E-8	8.8E-9	2.4E-8	6.240000725E-1
2460951.709872685373	1.63E-8	6.4E-9	1.9E-8	4.320000112E-1
2460951.709907407407	1.96E-8	8.1E-9	2.06E-8	4.480000138E-1
2460951.709942129441	1.67E-8	6.6E-9	2.24E-8	6.480000019E-1
2460951.709988425951	1.88E-8	8.8E-9	2.06E-8	5.040000081E-1
2460951.710023147985	2.0E-8	6.4E-9	2.22E-8	4.640000165E-1
2460951.710046296474	1.78E-8	4.6E-9	1.76E-8	4.399999976E-1
2460951.710081018507	1.8E-8	6.0E-9	2.18E-8	4.080000222E-1
2460951.710127315018	2.06E-8	9.0E-9	2.14E-8	6.640000343E-1
2460951.710162037052	2.0E-8	7.6E-9	2.02E-8	6.639999747E-1
2460951.710196759086	1.73E-8	7.6E-9	2.24E-8	5.520000458E-1
2460951.710231481586	1.5E-8	8.0E-9	2.36E-8	4.240000248E-1
2460951.710266203620	1.81E-8	8.6E-9	2.07E-8	4.399999976E-1
2460951.710300926119	2.05E-8	8.4E-9	2.27E-8	5.760000348E-1
2460951.710335648153	1.8E-8	7.8E-9	2.04E-8	4.720000029E-1
2460951.710370370187	2.03E-8	9.4E-9	2.33E-8	6.240000725E-1
2460951.710405092686	1.82E-8	7.9E-9	2.18E-8	4.800000191E-1
2460951.710474537220	1.95E-8	1.14E-8	2.11E-8	5.040000081E-1
2460951.710509259254	1.84E-8	8.4E-9	2.07E-8	5.520000458E-1
2460951.710555555765	1.49E-8	6.6E-9	2.26E-8	4.00000006E-1
2460951.710590277798	1.55E-8	1.0E-8	2.1E-8	4.320000112E-1
2460951.710624999832	1.91E-8	6.7E-9	2.24E-8	7.039999962E-1
2460951.710682870355	1.9E-8	6.4E-9	2.62E-8	4.560000002E-1
2460951.710717592388	1.76E-8	7.6E-9	2.12E-8	8.080000281E-1
2460951.710798610933	1.64E-8	1.08E-8	2.28E-8	4.560000002E-1
2460951.710844907444	1.92E-8	7.3E-9	2.01E-8	1.3920000792E0
2460951.710879629478	1.76E-8	1.09E-8	2.02E-8	4.640000165E-1
2460951.710914351977	1.53E-8	5.9E-9	2.24E-8	5.920000672E-1
2460951.710949074011	1.54E-8	6.7E-9	2.73E-8	4.320000112E-1
2460951.710995370522	1.67E-8	6.6E-9	2.36E-8	7.039999962E-1
2460951.711030092556	2.05E-8	7.6E-9	2.34E-8	4.399999976E-1
2460951.711064814590	1.78E-8	1.05E-8	2.04E-8	7.280000448E-1
2460951.711111111101	2.04E-8	8.2E-9	2.08E-8	4.23999995E-1
2460951.711157407612	1.5E-8	5.6E-9	2.16E-8	4.960000217E-1
2460951.711226851679	1.68E-8	6.8E-9	2.41E-8	4.5600003E-1
2460951.711261574179	1.87E-8	6.7E-9	2.4E-8	7.12000072E-1
2460951.711284722202	1.76E-8	7.2E-9	2.12E-8	5.200000405E-1
2460951.711319444235	1.73E-8	7.0E-9	2.54E-8	8.000000715E-1
2460951.711412037257	1.68E-8	9.8E-9	2.23E-8	5.520000458E-1
2460951.711446759291	1.72E-8	5.7E-9	2.02E-8	4.23999995E-1
2460951.711493055336	1.36E-8	9.3E-9	2.36E-8	4.640000165E-1
2460951.711527777836	1.68E-8	8.2E-9	2.12E-8	4.800000191E-1
2460951.711550925858	1.81E-8	9.0E-9	2.14E-8	4.320000112E-1
2460951.711597222369	1.85E-8	7.2E-9	2.38E-8	6.159999967E-1
2460951.711620370392	1.65E-8	5.9E-9	2.58E-8	4.160000086E-1
2460951.711666666437	1.62E-8	6.0E-9	2.22E-8	5.60000062E-1
2460951.711736110970	1.54E-8	7.2E-9	2.5E-8	6.160000563E-1
2460951.711805555504	1.59E-8	6.1E-9	2.56E-8	1.0400000811E0
2460951.711840278003	1.4E-8	6.6E-9	2.08E-8	4.079999924E-1
2460951.711898148060	2.04E-8	7.5E-9	2.19E-8	9.360000491E-1
2460951.711921296082	1.67E-8	1.02E-8	2.05E-8	4.23999995E-1
2460951.711967592593	1.78E-8	5.5E-9	2.22E-8	8.400000334E-1
2460951.712071759161	1.77E-8	6.0E-9	2.3E-8	6.160000563E-1
2460951.712106481660	1.65E-8	7.4E-9	2.38E-8	5.519999862E-1
2460951.712141203694	1.9E-8	6.1E-9	2.46E-8	5.200000405E-1
2460951.712210648227	1.87E-8	7.8E-9	2.18E-8	9.840000272E-1
2460951.712245370261	1.79E-8	8.2E-9	2.52E-8	4.23999995E-1
2460951.712280092761	1.94E-8	7.7E-9	2.02E-8	4.800000191E-1
2460951.712314814795	1.7E-8	5.2E-9	2.08E-8	4.320000112E-1
2460951.712395833340	1.86E-8	7.8E-9	2.44E-8	4.320000112E-1
2460951.712430555373	2.05E-8	5.2E-9	2.16E-8	4.560000002E-1
2460951.712465277873	1.72E-8	6.4E-9	2.24E-8	4.000000358E-1
2460951.712499999907	1.96E-8	7.8E-9	2.2E-8	5.839999914E-1
2460951.712534722406	1.5E-8	1.0E-8	2.18E-8	4.640000165E-1
2460951.712569444440	1.74E-8	7.8E-9	2.22E-8	4.160000086E-1
2460951.712615740951	1.76E-8	6.8E-9	1.8E-8	4.160000086E-1
2460951.712673611008	2.08E-8	7.6E-9	2.36E-8	4.560000002E-1
2460951.712708333507	1.72E-8	5.3E-9	2.28E-8	5.120000243E-1
2460951.712743055541	1.98E-8	7.3E-9	1.96E-8	8.400000334E-1
2460951.712800926063	2.05E-8	7.6E-9	2.28E-8	4.400000274E-1
2460951.712835648097	1.81E-8	8.4E-9	2.24E-8	7.200000286E-1
2460951.712870370597	1.8E-8	6.3E-9	2.2E-8	4.320000112E-1
2460951.712916666642	1.98E-8	9.2E-9	3.29E-8	4.960000217E-1
2460951.712951388676	1.74E-8	8.4E-9	1.82E-8	4.00000006E-1
2460951.712997685187	1.79E-8	7.2E-9	2.11E-8	6.400000453E-1
2460951.713032407220	2.06E-8	1.0E-8	2.28E-8	4.720000327E-1
2460951.713159722276	1.92E-8	1.14E-8	1.78E-8	4.480000138E-1
2460951.713206018321	1.87E-8	8.9E-9	2.2E-8	7.440000772E-1
2460951.713240740821	1.86E-8	8.0E-9	1.76E-8	4.00000006E-1
2460951.713263888843	1.69E-8	8.7E-9	2.16E-8	5.520000458E-1
2460951.713298611343	2.03E-8	6.5E-9	2.29E-8	6.320000291E-1
2460951.713333333377	1.57E-8	6.0E-9	2.01E-8	4.800000191E-1
2460951.713368055411	1.81E-8	8.0E-9	2.47E-8	7.840000391E-1
2460951.713414351922	1.43E-8	8.6E-9	2.26E-8	5.520000458E-1
2460951.713437499944	1.45E-8	9.2E-9	2.26E-8	5.680000186E-1
2460951.713483796455	1.86E-8	7.8E-9	2.19E-8	6.320000291E-1
2460951.713518518489	1.83E-8	7.0E-9	2.26E-8	4.5600003E-1
2460951.713553240523	1.58E-8	8.2E-9	2.24E-8	4.00000006E-1
2460951.713587963022	2.0E-8	8.3E-9	2.06E-8	5.84000051E-1
2460951.713622685056	1.55E-8	9.2E-9	2.3E-8	5.84000051E-1
2460951.713668981567	1.72E-8	7.3E-9	2.34E-8	5.760000348E-1
2460951.713703703601	1.72E-8	8.2E-9	2.21E-8	4.23999995E-1
2460951.713738426100	1.7E-8	8.4E-9	2.22E-8	4.00000006E-1
2460951.713796296157	1.97E-8	5.7E-9	2.26E-8	4.880000055E-1
2460951.713819444645	1.51E-8	6.6E-9	2.44E-8	4.560000002E-1
2460951.713865740690	2.0E-8	8.6E-9	1.9E-8	7.440000772E-1
2460951.713900463190	1.88E-8	6.4E-9	2.27E-8	6.880000234E-1
2460951.713923611213	1.77E-8	8.4E-9	2.04E-8	4.960000217E-1
2460951.713969907258	1.79E-8	9.3E-9	2.35E-8	5.600000024E-1
2460951.714004629757	1.78E-8	6.0E-9	2.61E-8	8.400000334E-1
2460951.714050925802	1.65E-8	5.1E-9	2.1E-8	8.080000281E-1
2460951.714085648302	1.98E-8	7.3E-9	2.36E-8	5.760000348E-1
2460951.714120370336	1.55E-8	1.01E-8	2.2E-8	4.560000002E-1
2460951.714155092370	2.08E-8	7.2E-9	2.4E-8	4.480000138E-1
2460951.714201388881	2.0E-8	7.3E-9	2.27E-8	9.440000653E-1
2460951.714236110914	1.81E-8	8.0E-9	2.18E-8	4.800000191E-1
2460951.714270833414	1.78E-8	6.4E-9	2.04E-8	4.23999995E-1
2460951.714305555448	1.76E-8	8.1E-9	2.32E-8	6.720000505E-1
2460951.714340277947	1.84E-8	5.8E-9	2.02E-8	6.000000238E-1
2460951.714456018526	1.85E-8	1.19E-8	2.3E-8	1.2320001125E0
2460951.714490740560	1.74E-8	8.6E-9	2.1E-8	5.360000134E-1
2460951.714525463060	1.96E-8	9.2E-9	2.11E-8	4.000000358E-1
2460951.714560185093	1.63E-8	7.5E-9	2.4E-8	4.000000358E-1
2460951.714629629627	1.6E-8	8.6E-9	1.86E-8	4.560000002E-1
2460951.714710648172	1.77E-8	6.6E-9	2.42E-8	7.440000772E-1
2460951.714745370205	1.4E-8	7.6E-9	2.32E-8	6.320000291E-1
2460951.714814814739	1.78E-8	6.0E-9	2.04E-8	4.640000165E-1
2460951.714849537238	1.96E-8	7.2E-9	1.91E-8	4.160000086E-1
2460951.714884259272	1.88E-8	8.2E-9	2.41E-8	6.240000725E-1
2460951.714918981306	1.82E-8	6.9E-9	2.25E-8	1.3920000792E0
2460951.714953703806	1.77E-8	5.0E-9	2.06E-8	4.399999976E-1
2460951.714988425840	1.79E-8	6.4E-9	2.02E-8	4.960000217E-1
2460951.715023148339	1.88E-8	6.1E-9	2.0E-8	8.000000715E-1
2460951.715092592407	1.8E-8	8.8E-9	2.19E-8	7.440000772E-1
2460951.715127314907	1.76E-8	5.8E-9	2.12E-8	5.680000186E-1
2460951.715173610952	1.65E-8	5.7E-9	2.42E-8	4.800000191E-1
2460951.715208333451	1.73E-8	5.0E-9	2.24E-8	4.880000055E-1
2460951.715277777985	1.99E-8	5.6E-9	2.02E-8	4.23999995E-1
2460951.715312500019	1.72E-8	6.6E-9	2.48E-8	5.360000134E-1
2460951.715358796529	1.89E-8	6.3E-9	2.06E-8	4.320000112E-1
2460951.715393518563	1.64E-8	8.8E-9	2.34E-8	4.079999924E-1
2460951.715428240597	1.62E-8	1.12E-8	2.12E-8	4.00000006E-1
2460951.715462963097	1.61E-8	6.6E-9	2.43E-8	4.720000029E-1
2460951.715509259142	1.79E-8	1.06E-8	2.22E-8	4.640000165E-1
2460951.715543981642	1.89E-8	6.7E-9	2.09E-8	8.159999847E-1
2460951.715578703675	1.72E-8	9.4E-9	2.18E-8	4.800000191E-1
2460951.715613425709	1.72E-8	1.14E-8	1.82E-8	4.000000358E-1
2460951.715648148209	1.8E-8	7.4E-9	2.34E-8	4.640000165E-1
2460951.715682870243	1.64E-8	6.0E-9	2.22E-8	4.400000274E-1
2460951.715740740765	1.73E-8	9.0E-9	2.24E-8	4.23999995E-1
2460951.715775462799	1.81E-8	8.8E-9	2.2E-8	4.399999976E-1
2460951.715810185298	1.54E-8	8.4E-9	2.54E-8	4.720000327E-1
2460951.715844907332	1.7E-8	7.8E-9	2.28E-8	4.160000086E-1
2460951.715891203843	1.52E-8	6.8E-9	2.49E-8	4.399999976E-1
2460951.715937499888	1.63E-8	7.2E-9	2.36E-8	5.040000081E-1
2460951.715972222388	1.89E-8	7.2E-9	2.01E-8	5.199999809E-1
2460951.715995370410	1.84E-8	7.9E-9	2.12E-8	6.480000615E-1
2460951.716030092444	1.61E-8	8.8E-9	2.34E-8	6.240000129E-1
2460951.716064814944	1.57E-8	8.3E-9	2.28E-8	5.040000081E-1
2460951.716145833489	1.68E-8	7.5E-9	2.38E-8	4.720000327E-1
2460951.716192129534	1.9E-8	8.6E-9	2.11E-8	6.000000238E-1
2460951.716261574067	1.89E-8	6.3E-9	1.96E-8	1.0960000753E0
2460951.716307870578	1.86E-8	6.6E-9	1.76E-8	5.920000672E-1
2460951.716331018601	2.12E-8	8.0E-9	2.08E-8	4.560000002E-1
2460951.716365740635	1.57E-8	6.4E-9	2.2E-8	4.160000086E-1
2460951.716412037145	1.62E-8	7.2E-9	2.42E-8	4.00000006E-1
2460951.716446759179	1.72E-8	5.8E-9	2.14E-8	5.84000051E-1
2460951.716481481679	2.03E-8	8.0E-9	2.56E-8	7.680000663E-1
2460951.716516203713	1.74E-8	7.0E-9	1.96E-8	4.00000006E-1
2460951.716550925747	2.02E-8	7.5E-9	2.12E-8	4.960000217E-1
2460951.716620370280	1.71E-8	6.8E-9	1.88E-8	4.960000217E-1
2460951.716678240802	1.69E-8	8.1E-9	2.33E-8	8.400000334E-1
2460951.716712962836	1.69E-8	7.8E-9	1.96E-8	4.560000002E-1
2460951.716747685336	2.12E-8	6.0E-9	2.08E-8	8.159999847E-1
2460951.716782407369	1.58E-8	8.2E-9	2.23E-8	5.440000296E-1
2460951.716817129403	1.76E-8	6.8E-9	2.24E-8	4.560000002E-1
2460951.716851851903	1.78E-8	7.4E-9	2.5E-8	4.23999995E-1
2460951.716886573937	1.91E-8	7.8E-9	2.26E-8	4.720000029E-1
2460951.716909722425	1.81E-8	7.8E-9	2.27E-8	9.359999895E-1
2460951.716944444459	1.56E-8	6.4E-9	2.46E-8	5.60000062E-1
2460951.717025463004	1.4E-8	9.5E-9	2.23E-8	4.800000191E-1
2460951.717048611026	1.89E-8	9.8E-9	2.18E-8	4.640000165E-1
2460951.717083333526	1.77E-8	9.4E-9	2.27E-8	7.039999962E-1
2460951.717129629571	1.49E-8	6.6E-9	2.58E-8	4.00000006E-1
2460951.717152777594	1.69E-8	8.8E-9	2.36E-8	7.440000772E-1
2460951.717187500093	1.83E-8	6.0E-9	2.62E-8	6.640000343E-1
2460951.717222222127	1.74E-8	1.2E-8	1.96E-8	4.640000165E-1
2460951.717256944627	1.17E-8	7.1E-9	2.36E-8	4.640000165E-1
2460951.717291666660	1.65E-8	6.6E-9	2.04E-8	5.360000134E-1
2460951.717337963171	1.72E-8	9.5E-9	2.18E-8	4.00000006E-1
2460951.717442129739	1.96E-8	6.7E-9	1.97E-8	1.0480000973E0
2460951.717488425784	1.76E-8	8.9E-9	1.98E-8	4.320000112E-1
2460951.717523148283	1.66E-8	7.4E-9	2.42E-8	4.23999995E-1
2460951.717604166828	1.57E-8	7.2E-9	2.74E-8	4.23999995E-1
2460951.717638888862	1.67E-8	6.2E-9	2.02E-8	4.160000086E-1
2460951.717685185373	2.08E-8	8.1E-9	2.2E-8	4.000000358E-1
2460951.717719907407	1.79E-8	5.2E-9	2.32E-8	5.040000081E-1
2460951.717743055429	1.61E-8	7.6E-9	2.58E-8	5.199999809E-1
2460951.717777777929	1.89E-8	6.6E-9	2.2E-8	6.080000401E-1
2460951.717812499963	1.68E-8	6.7E-9	2.14E-8	4.23999995E-1
2460951.717870370485	1.99E-8	7.4E-9	2.4E-8	4.23999995E-1
2460951.717962963041	1.61E-8	1.0E-8	2.2E-8	9.040000439E-1
2460951.718020833563	1.42E-8	8.6E-9	2.1E-8	4.960000217E-1
2460951.718055555597	1.6E-8	1.08E-8	1.92E-8	4.079999924E-1
2460951.718090277631	1.54E-8	7.6E-9	1.8E-8	4.160000086E-1
2460951.718125000130	1.66E-8	7.6E-9	2.34E-8	4.560000002E-1
2460951.718182870187	1.69E-8	6.2E-9	2.0E-8	4.880000055E-1
