Acquisition Time	Negative Width	Fall Time	Rise Time	Peak-to-Peak
2460952.116921296343	1.57E-8	8.6E-9	2.23E-8	4.880000055E-1
2460952.116979166865	2.74E-8	3.1E-9	1.22E-8	9.680000544E-1
2460952.117013888899	1.52E-8	7.2E-9	2.2E-8	4.960000217E-1
2460952.117048610933	1.6E-8	9.7E-9	2.04E-8	5.360000134E-1
2460952.117118055467	1.64E-8	6.7E-9	2.28E-8	6.400000453E-1
2460952.117141203489	1.81E-8	7.2E-9	2.47E-8	8.480000496E-1
2460952.117164351977	1.81E-8	6.8E-9	2.03E-8	4.399999976E-1
2460952.117187500000	1.42E-8	1.09E-8	1.89E-8	4.00000006E-1
2460952.117222222034	1.62E-8	6.8E-9	2.46E-8	4.480000138E-1
2460952.117256944533	1.93E-8	7.6E-9	1.95E-8	4.079999924E-1
2460952.117280092556	2.23E-8	4.2E-9	1.78E-8	7.760000825E-1
2460952.117314814590	1.76E-8	8.4E-9	2.23E-8	6.320000291E-1
2460952.117337963078	1.8E-8	5.5E-9	2.47E-8	8.320000768E-1
2460952.117361111101	1.81E-8	7.7E-9	2.3E-8	5.920000672E-1
2460952.117395833135	1.52E-8	7.2E-9	2.51E-8	5.040000081E-1
2460952.117465277668	1.49E-8	8.5E-9	2.19E-8	4.480000138E-1
2460952.117488426156	1.33E-8	7.4E-9	2.17E-8	4.480000138E-1
2460952.117523148190	1.84E-8	6.8E-9	2.16E-8	5.680000186E-1
2460952.117557870224	1.94E-8	5.6E-9	2.15E-8	6.000000238E-1
2460952.117581018712	1.43E-8	6.7E-9	2.2E-8	5.199999809E-1
2460952.117604166735	1.77E-8	7.3E-9	2.1E-8	4.079999924E-1
2460952.117685185280	1.68E-8	8.1E-9	2.14E-8	6.880000234E-1
2460952.117708333302	1.54E-8	9.1E-9	2.42E-8	6.080000401E-1
2460952.117743055336	1.6E-8	7.4E-9	2.15E-8	4.880000353E-1
2460952.117766203824	1.51E-8	6.8E-9	2.64E-8	4.079999924E-1
2460952.117789351847	1.6E-8	7.7E-9	2.18E-8	5.040000081E-1
2460952.117812499870	1.76E-8	8.6E-9	2.28E-8	4.399999976E-1
2460952.117847222369	1.46E-8	7.6E-9	2.13E-8	4.720000029E-1
2460952.117881944403	1.78E-8	1.0E-8	2.1E-8	4.480000138E-1
2460952.117905092426	1.44E-8	6.5E-9	2.44E-8	4.399999976E-1
2460952.117939814925	1.85E-8	9.1E-9	2.57E-8	5.440000296E-1
2460952.117974536959	1.6E-8	6.1E-9	2.38E-8	5.200000405E-1
2460952.117997684982	1.49E-8	5.0E-9	2.44E-8	4.079999924E-1
2460952.118032407481	1.92E-8	5.8E-9	2.03E-8	4.320000112E-1
2460952.118078703526	1.77E-8	9.1E-9	2.18E-8	1.128000021E0
2460952.118113426026	1.56E-8	7.4E-9	1.76E-8	5.920000672E-1
2460952.118171296082	1.84E-8	9.0E-9	1.98E-8	8.800000548E-1
2460952.118206018582	1.82E-8	1.06E-8	1.88E-8	4.960000217E-1
2460952.118229166605	1.82E-8	6.5E-9	2.18E-8	9.040000439E-1
2460952.118263889104	1.84E-8	7.4E-9	2.02E-8	4.480000138E-1
2460952.118287037127	1.69E-8	5.2E-9	2.07E-8	4.800000191E-1
2460952.118310185149	1.66E-8	6.0E-9	2.1E-8	6.320000291E-1
2460952.118344907183	1.54E-8	7.1E-9	2.46E-8	4.00000006E-1
2460952.118368055671	1.43E-8	8.0E-9	2.26E-8	6.640000343E-1
2460952.118460648227	1.65E-8	1.22E-8	1.92E-8	4.960000217E-1
2460952.118483796250	1.65E-8	7.5E-9	1.95E-8	4.160000086E-1
2460952.118506944273	1.8E-8	6.2E-9	2.0E-8	5.920000672E-1
2460952.118564814795	1.77E-8	5.9E-9	2.47E-8	4.160000086E-1
2460952.118587962817	1.56E-8	5.4E-9	2.23E-8	4.23999995E-1
2460952.118645833340	1.77E-8	6.8E-9	1.98E-8	4.00000006E-1
2460952.118703703862	1.46E-8	9.6E-9	2.25E-8	4.079999924E-1
2460952.118749999907	2.06E-8	8.8E-9	2.02E-8	7.600000501E-1
2460952.118773147929	1.78E-8	6.8E-9	2.0E-8	5.040000081E-1
2460952.118796296418	1.77E-8	8.4E-9	2.09E-8	5.920000672E-1
2460952.118831018452	1.76E-8	8.1E-9	1.98E-8	7.200000286E-1
2460952.118854166474	1.95E-8	7.0E-9	2.1E-8	4.079999924E-1
2460952.118877314962	1.64E-8	5.2E-9	2.6E-8	4.880000055E-1
2460952.118912036996	1.61E-8	9.0E-9	2.29E-8	4.880000055E-1
2460952.118935185019	1.8E-8	6.6E-9	1.93E-8	4.800000191E-1
2460952.118958333507	1.97E-8	6.5E-9	2.0E-8	4.23999995E-1
2460952.119016203564	1.78E-8	8.0E-9	2.02E-8	6.320000291E-1
2460952.119097222108	1.86E-8	6.1E-9	1.99E-8	5.120000243E-1
2460952.119131944608	1.7E-8	7.5E-9	2.33E-8	5.040000081E-1
2460952.119155092631	1.74E-8	5.2E-9	2.48E-8	4.880000055E-1
2460952.119189814664	1.6E-8	8.5E-9	1.83E-8	4.160000086E-1
2460952.119212963153	1.74E-8	8.4E-9	2.45E-8	4.560000002E-1
2460952.119247685187	1.91E-8	9.2E-9	2.18E-8	1.5840001106E0
2460952.119270833209	1.71E-8	6.5E-9	2.07E-8	9.600000381E-1
2460952.119317129720	1.7E-8	6.9E-9	2.46E-8	6.640000343E-1
2460952.119340277743	1.72E-8	7.4E-9	2.5E-8	8.960000873E-1
2460952.119374999776	1.71E-8	8.6E-9	1.9E-8	4.880000353E-1
2460952.119409722276	1.64E-8	7.2E-9	2.0E-8	5.920000672E-1
2460952.119467592798	1.77E-8	6.6E-9	2.63E-8	4.079999924E-1
2460952.119513888843	1.85E-8	7.8E-9	1.93E-8	4.23999995E-1
2460952.119548611343	1.69E-8	8.0E-9	2.07E-8	8.160000443E-1
2460952.119571759365	1.88E-8	6.5E-9	2.38E-8	5.440000296E-1
2460952.119606481399	1.77E-8	5.8E-9	1.96E-8	7.760000825E-1
2460952.119629629422	2.02E-8	5.8E-9	2.12E-8	4.320000112E-1
2460952.119652777910	1.97E-8	7.8E-9	2.24E-8	6.000000238E-1
2460952.119687499944	1.74E-8	9.6E-9	2.5E-8	5.120000243E-1
2460952.119722222444	1.55E-8	5.1E-9	2.32E-8	4.480000138E-1
2460952.119780092500	1.54E-8	5.7E-9	2.47E-8	5.280000567E-1
2460952.119803240523	1.67E-8	6.4E-9	2.09E-8	7.36000061E-1
2460952.119849537034	1.83E-8	5.9E-9	2.01E-8	7.520000339E-1
2460952.119895833544	1.84E-8	5.2E-9	2.06E-8	1.2400001287E0
2460952.119930555578	1.8E-8	7.4E-9	2.21E-8	6.240000725E-1
2460952.119965277612	1.61E-8	6.2E-9	2.37E-8	7.920000553E-1
2460952.119988426100	1.75E-8	6.2E-9	2.2E-8	8.000000715E-1
2460952.120023148134	1.8E-8	6.6E-9	2.48E-8	4.00000006E-1
2460952.120046296157	1.75E-8	7.8E-9	2.26E-8	7.840000391E-1
2460952.120069444645	1.57E-8	6.1E-9	2.32E-8	4.640000165E-1
2460952.120104166679	1.74E-8	8.9E-9	1.94E-8	6.160000563E-1
2460952.120138888713	1.83E-8	8.5E-9	2.11E-8	7.440000772E-1
2460952.120173611213	1.31E-8	6.7E-9	2.2E-8	4.400000274E-1
2460952.120196759235	1.99E-8	7.2E-9	2.2E-8	6.560000181E-1
2460952.120219907258	1.85E-8	7.8E-9	1.77E-8	4.160000086E-1
2460952.120254629757	1.97E-8	1.06E-8	2.03E-8	4.160000086E-1
2460952.120289351791	1.98E-8	7.3E-9	2.32E-8	7.840000391E-1
2460952.120312499814	1.45E-8	6.0E-9	1.96E-8	4.079999924E-1
2460952.120405092370	1.96E-8	6.3E-9	2.28E-8	5.280000567E-1
2460952.120439814869	1.6E-8	6.4E-9	1.95E-8	4.399999976E-1
2460952.120474536903	1.58E-8	7.5E-9	2.26E-8	4.880000055E-1
2460952.120509259403	1.62E-8	9.2E-9	2.24E-8	1.0320000648E0
2460952.120555555448	2.05E-8	6.6E-9	2.2E-8	4.560000002E-1
2460952.120578703471	1.83E-8	4.9E-9	2.33E-8	4.160000086E-1
2460952.120648148004	1.79E-8	6.7E-9	1.89E-8	4.23999995E-1
2460952.120694444515	1.77E-8	5.8E-9	2.58E-8	4.079999924E-1
2460952.120717592537	1.73E-8	6.8E-9	2.11E-8	4.480000138E-1
2460952.120763889048	1.54E-8	4.9E-9	2.22E-8	4.079999924E-1
2460952.120856481604	1.88E-8	6.0E-9	2.18E-8	4.00000006E-1
2460952.120891203638	1.72E-8	6.4E-9	2.15E-8	4.320000112E-1
2460952.120914351661	1.72E-8	7.0E-9	2.35E-8	5.040000081E-1
2460952.120960648172	1.82E-8	5.4E-9	1.92E-8	4.399999976E-1
2460952.120983796194	1.64E-8	5.3E-9	2.25E-8	4.960000217E-1
2460952.121041666716	1.28E-8	7.4E-9	2.08E-8	4.320000112E-1
2460952.121111111250	1.94E-8	7.8E-9	2.24E-8	1.4640001059E0
2460952.121134259272	1.46E-8	7.7E-9	2.15E-8	4.079999924E-1
2460952.121180555783	1.56E-8	7.8E-9	1.94E-8	4.160000086E-1
2460952.121203703806	1.41E-8	6.6E-9	2.18E-8	4.640000165E-1
2460952.121238425840	1.65E-8	7.9E-9	2.32E-8	7.920000553E-1
2460952.121296296362	1.7E-8	8.0E-9	1.96E-8	5.200000405E-1
2460952.121319444384	1.59E-8	3.6E-9	1.84E-8	4.5600003E-1
2460952.121342592407	1.62E-8	8.0E-9	2.03E-8	4.00000006E-1
2460952.121377314907	1.71E-8	7.2E-9	2.18E-8	5.040000081E-1
2460952.121400462929	1.57E-8	7.2E-9	2.09E-8	6.080000401E-1
2460952.121423610952	1.88E-8	6.6E-9	2.32E-8	1.4880000353E0
2460952.121539351996	1.65E-8	7.0E-9	2.19E-8	8.320000768E-1
2460952.121574074030	1.44E-8	7.1E-9	2.12E-8	4.079999924E-1
2460952.121608796529	1.69E-8	7.4E-9	1.92E-8	5.920000672E-1
2460952.121631944552	1.92E-8	8.8E-9	1.85E-8	4.320000112E-1
2460952.121655092575	1.76E-8	9.4E-9	2.2E-8	5.360000134E-1
2460952.121712963097	1.78E-8	1.16E-8	2.03E-8	4.23999995E-1
2460952.121736111119	1.44E-8	8.7E-9	2.3E-8	6.000000238E-1
2460952.121770833153	1.59E-8	6.3E-9	2.2E-8	4.560000002E-1
2460952.121805555653	1.58E-8	1.02E-8	1.98E-8	4.720000029E-1
2460952.121840277687	1.91E-8	7.2E-9	2.09E-8	4.560000002E-1
2460952.121863425709	1.56E-8	6.3E-9	2.12E-8	5.60000062E-1
2460952.121886574198	2.04E-8	7.8E-9	2.44E-8	4.640000165E-1
2460952.121921296231	2.06E-8	8.4E-9	2.1E-8	5.120000243E-1
2460952.121956018731	1.94E-8	7.5E-9	2.33E-8	4.079999924E-1
2460952.121990740765	1.64E-8	7.8E-9	2.41E-8	4.320000112E-1
2460952.122025462799	1.83E-8	5.9E-9	2.45E-8	6.880000234E-1
2460952.122048611287	1.53E-8	6.4E-9	2.19E-8	4.480000138E-1
2460952.122083333321	2.04E-8	6.5E-9	2.24E-8	8.560000658E-1
2460952.122141203843	1.57E-8	7.2E-9	2.2E-8	6.800000072E-1
2460952.122164351866	1.6E-8	8.4E-9	2.21E-8	6.400000453E-1
2460952.122199073900	1.73E-8	5.2E-9	2.05E-8	4.00000006E-1
2460952.122256944422	1.85E-8	7.0E-9	2.52E-8	5.200000405E-1
2460952.122280092444	1.68E-8	5.1E-9	2.04E-8	7.600000501E-1
2460952.122314814944	1.73E-8	9.0E-9	2.45E-8	5.440000296E-1
2460952.122337962966	1.71E-8	9.1E-9	2.44E-8	4.399999976E-1
2460952.122372685000	1.84E-8	7.3E-9	2.0E-8	4.00000006E-1
2460952.122430555522	1.69E-8	1.06E-8	2.16E-8	6.640000343E-1
2460952.122500000056	1.84E-8	8.0E-9	1.96E-8	7.280000448E-1
2460952.122534722090	1.6E-8	6.2E-9	2.36E-8	4.320000112E-1
2460952.122557870578	1.84E-8	1.04E-8	2.18E-8	8.24000001E-1
2460952.122592592612	1.81E-8	8.4E-9	1.81E-8	4.160000086E-1
2460952.122615740635	1.69E-8	7.6E-9	2.06E-8	4.480000138E-1
2460952.122650463134	1.68E-8	5.2E-9	2.1E-8	5.120000243E-1
2460952.122673611157	1.68E-8	8.8E-9	2.02E-8	4.320000112E-1
2460952.122696759179	1.57E-8	5.9E-9	2.38E-8	5.440000296E-1
2460952.122719907202	1.76E-8	7.6E-9	2.23E-8	5.60000062E-1
2460952.122777777724	1.75E-8	5.5E-9	2.18E-8	6.240000725E-1
2460952.122800925747	1.52E-8	1.05E-8	2.02E-8	4.00000006E-1
2460952.122858796269	1.78E-8	6.7E-9	2.15E-8	5.120000243E-1
2460952.122881944291	1.97E-8	6.6E-9	2.44E-8	4.800000191E-1
2460952.122916666791	1.65E-8	9.2E-9	2.49E-8	4.560000002E-1
2460952.122939814813	1.88E-8	9.0E-9	2.06E-8	5.60000062E-1
2460952.122997685336	1.6E-8	5.8E-9	2.15E-8	4.160000086E-1
2460952.123067129403	1.8E-8	1.0E-8	2.12E-8	4.640000165E-1
2460952.123090277892	1.74E-8	5.8E-9	2.12E-8	4.399999976E-1
2460952.123124999925	1.91E-8	7.8E-9	2.38E-8	7.36000061E-1
2460952.123148147948	1.97E-8	7.6E-9	1.83E-8	4.560000002E-1
2460952.123171296436	1.63E-8	5.7E-9	2.23E-8	7.440000176E-1
2460952.123206018470	1.82E-8	8.0E-9	2.17E-8	9.440000653E-1
2460952.123229166493	1.97E-8	9.5E-9	2.3E-8	6.400000453E-1
2460952.123263888992	1.82E-8	7.3E-9	2.19E-8	4.399999976E-1
2460952.123344907537	1.94E-8	8.8E-9	2.04E-8	4.00000006E-1
2460952.123379629571	2.44E-8	3.2E-9	1.28E-8	7.840000391E-1
2460952.123402777594	1.82E-8	7.0E-9	1.97E-8	6.000000238E-1
2460952.123425926082	1.78E-8	5.8E-9	2.58E-8	5.360000134E-1
2460952.123460648116	1.39E-8	8.0E-9	2.08E-8	5.60000062E-1
2460952.123518518638	1.75E-8	6.7E-9	2.05E-8	4.560000002E-1
2460952.123541666660	1.98E-8	1.08E-8	2.1E-8	6.000000238E-1
2460952.123564814683	1.6E-8	8.0E-9	2.35E-8	5.680000186E-1
2460952.123599537183	1.74E-8	6.5E-9	2.02E-8	4.160000086E-1
2460952.123622685205	1.87E-8	1.03E-8	2.2E-8	4.320000112E-1
2460952.123657407239	1.63E-8	6.2E-9	2.33E-8	4.560000002E-1
2460952.123692129739	1.86E-8	7.5E-9	2.04E-8	5.040000081E-1
2460952.123715277761	1.79E-8	6.9E-9	2.38E-8	9.040000439E-1
2460952.123773148283	1.88E-8	5.3E-9	2.1E-8	4.00000006E-1
2460952.123796296306	1.87E-8	7.3E-9	2.01E-8	1.4560000896E0
2460952.123831018340	1.52E-8	8.0E-9	2.19E-8	4.00000006E-1
2460952.123854166828	1.8E-8	1.04E-8	1.96E-8	4.960000217E-1
2460952.123877314851	1.73E-8	7.2E-9	2.26E-8	5.280000567E-1
2460952.123912036885	1.92E-8	5.9E-9	2.25E-8	6.240000725E-1
2460952.123981481418	1.91E-8	7.6E-9	2.2E-8	4.640000165E-1
2460952.124004629441	1.9E-8	6.0E-9	2.23E-8	5.520000458E-1
2460952.124039351940	1.6E-8	1.26E-8	2.04E-8	4.800000191E-1
2460952.124097221997	2.02E-8	9.3E-9	2.18E-8	6.880000234E-1
2460952.124120370485	1.7E-8	8.0E-9	2.1E-8	5.280000567E-1
2460952.124143518507	1.89E-8	7.7E-9	1.88E-8	4.00000006E-1
2460952.124178240541	1.4E-8	9.1E-9	2.37E-8	4.640000165E-1
2460952.124236111064	1.56E-8	1.06E-8	2.25E-8	5.280000567E-1
2460952.124270833563	1.52E-8	9.0E-9	1.98E-8	4.160000086E-1
2460952.124293981586	1.44E-8	8.5E-9	2.26E-8	4.480000138E-1
2460952.124328703620	1.76E-8	7.9E-9	2.02E-8	8.64000082E-1
2460952.124351851642	1.82E-8	7.6E-9	2.1E-8	4.560000002E-1
2460952.124386574142	1.47E-8	5.8E-9	2.14E-8	4.160000086E-1
2460952.124409722164	1.81E-8	6.1E-9	2.49E-8	4.00000006E-1
2460952.124444444664	1.89E-8	7.2E-9	1.88E-8	5.040000081E-1
2460952.124467592686	1.9E-8	5.8E-9	2.23E-8	4.560000002E-1
2460952.124513888732	2.24E-8	6.9E-9	1.97E-8	4.640000165E-1
2460952.124548611231	1.7E-8	5.2E-9	2.64E-8	5.440000296E-1
2460952.124571759254	1.84E-8	7.7E-9	2.0E-8	4.00000006E-1
2460952.124606481288	1.68E-8	7.3E-9	2.32E-8	1.3200000525E0
2460952.124629629776	1.85E-8	7.3E-9	2.18E-8	4.00000006E-1
2460952.124664351810	1.97E-8	6.8E-9	2.0E-8	4.23999995E-1
2460952.124699073844	1.9E-8	8.0E-9	2.1E-8	4.720000029E-1
2460952.124722222332	1.78E-8	8.5E-9	1.86E-8	4.399999976E-1
2460952.124756944366	1.57E-8	8.8E-9	2.36E-8	4.399999976E-1
2460952.124780092388	1.64E-8	1.01E-8	2.39E-8	5.280000567E-1
2460952.124814814888	1.72E-8	6.0E-9	1.94E-8	4.079999924E-1
2460952.124837962911	1.56E-8	5.3E-9	2.36E-8	8.240000606E-1
2460952.124861110933	1.7E-8	1.06E-8	2.05E-8	4.399999976E-1
2460952.124895833433	1.57E-8	5.6E-9	2.08E-8	4.00000006E-1
2460952.124965277966	1.87E-8	7.8E-9	2.13E-8	4.720000029E-1
2460952.124988425989	1.8E-8	6.0E-9	2.45E-8	5.199999809E-1
2460952.125023148023	1.65E-8	6.4E-9	2.02E-8	4.960000217E-1
2460952.125069444533	1.79E-8	6.3E-9	2.52E-8	1.0800000429E0
2460952.125092592556	1.65E-8	8.9E-9	2.26E-8	4.720000029E-1
2460952.125115740579	1.91E-8	8.4E-9	2.02E-8	5.040000081E-1
2460952.125138889067	1.88E-8	6.6E-9	2.04E-8	6.640000343E-1
2460952.125196759123	1.74E-8	5.8E-9	2.24E-8	4.160000086E-1
2460952.125243055634	1.8E-8	8.4E-9	2.18E-8	5.200000405E-1
2460952.125266203657	1.73E-8	7.1E-9	2.19E-8	1.3600001335E0
2460952.125324074179	2.08E-8	7.5E-9	2.08E-8	6.720000505E-1
2460952.125347222202	1.73E-8	6.7E-9	2.27E-8	5.040000081E-1
2460952.125381944235	1.88E-8	7.1E-9	2.05E-8	4.399999976E-1
2460952.125405092724	1.91E-8	7.0E-9	2.1E-8	5.680000186E-1
2460952.125428240746	1.91E-8	3.9E-9	1.7E-8	7.12000072E-1
2460952.125451388769	1.85E-8	6.8E-9	2.08E-8	4.480000138E-1
2460952.125486111268	1.67E-8	4.7E-9	2.07E-8	4.160000086E-1
2460952.125520833302	1.87E-8	5.5E-9	1.82E-8	4.00000006E-1
2460952.125578703824	1.62E-8	6.9E-9	2.22E-8	6.000000238E-1
2460952.125624999870	1.92E-8	1.09E-8	2.24E-8	4.320000112E-1
2460952.125671296380	1.86E-8	6.1E-9	2.33E-8	6.960000396E-1
2460952.125717592426	1.74E-8	9.0E-9	2.27E-8	4.560000002E-1
2460952.125740740914	1.4E-8	7.2E-9	2.5E-8	4.640000165E-1
2460952.125775462948	1.88E-8	6.0E-9	2.34E-8	5.760000348E-1
2460952.125810184982	1.79E-8	6.6E-9	2.43E-8	4.00000006E-1
2460952.125833333470	1.51E-8	7.0E-9	2.06E-8	6.000000238E-1
2460952.125868055504	1.85E-8	4.4E-9	2.34E-8	7.280000448E-1
2460952.125902778003	1.46E-8	1.06E-8	2.01E-8	4.23999995E-1
2460952.125925926026	1.46E-8	7.1E-9	2.22E-8	4.480000138E-1
2460952.125983796082	1.85E-8	5.6E-9	2.36E-8	6.000000238E-1
2460952.126030092593	1.86E-8	6.4E-9	2.32E-8	4.800000191E-1
2460952.126053240616	2.06E-8	8.0E-9	2.4E-8	5.440000296E-1
2460952.126076389104	1.92E-8	6.2E-9	2.36E-8	4.160000086E-1
2460952.126099537127	1.85E-8	6.6E-9	1.76E-8	4.800000191E-1
2460952.126134259161	1.6E-8	1.12E-8	1.92E-8	4.00000006E-1
2460952.126226851717	1.91E-8	5.8E-9	2.17E-8	5.040000081E-1
2460952.126284722239	1.87E-8	6.7E-9	1.95E-8	4.880000055E-1
2460952.126307870261	2.05E-8	7.3E-9	2.23E-8	4.079999924E-1
2460952.126342592761	1.86E-8	8.5E-9	2.31E-8	9.440000653E-1
2460952.126365740784	1.85E-8	6.1E-9	2.38E-8	4.480000138E-1
2460952.126388888806	1.55E-8	5.8E-9	1.52E-8	4.5600003E-1
2460952.126423611306	1.54E-8	6.2E-9	2.28E-8	5.360000134E-1
2460952.126446759328	1.94E-8	8.2E-9	2.42E-8	4.00000006E-1
2460952.126504629850	1.34E-8	8.4E-9	2.4E-8	4.640000165E-1
2460952.126562499907	2.1E-8	5.9E-9	2.03E-8	4.23999995E-1
2460952.126597222406	2.1E-8	7.9E-9	2.38E-8	7.12000072E-1
2460952.126631944440	1.81E-8	6.4E-9	2.34E-8	5.040000081E-1
2460952.126712962985	1.88E-8	8.1E-9	2.16E-8	1.0800000429E0
2460952.126736111008	1.76E-8	5.5E-9	1.7E-8	4.320000112E-1
2460952.126805555541	1.78E-8	9.9E-9	2.14E-8	4.720000327E-1
2460952.126828703564	1.55E-8	8.4E-9	1.93E-8	4.960000217E-1
2460952.126863426063	1.66E-8	9.2E-9	1.95E-8	4.00000006E-1
2460952.126898148097	1.75E-8	7.5E-9	1.9E-8	4.160000086E-1
2460952.126921296120	1.92E-8	6.4E-9	1.93E-8	1.5520000458E0
2460952.126956018619	1.81E-8	5.0E-9	2.38E-8	4.160000086E-1
2460952.126990740653	1.73E-8	6.3E-9	1.92E-8	5.120000243E-1
2460952.127013888676	1.77E-8	4.8E-9	2.2E-8	4.160000086E-1
2460952.127060185187	1.84E-8	7.0E-9	2.35E-8	5.040000081E-1
2460952.127094907220	1.5E-8	7.1E-9	2.31E-8	4.160000086E-1
2460952.127129629720	1.6E-8	6.6E-9	2.17E-8	4.960000217E-1
2460952.127199074253	2.04E-8	6.0E-9	2.08E-8	4.880000055E-1
2460952.127233796287	1.66E-8	7.4E-9	2.2E-8	8.320000768E-1
2460952.127256944310	1.66E-8	7.6E-9	2.25E-8	9.520000815E-1
2460952.127280092798	1.64E-8	1.13E-8	2.53E-8	4.560000002E-1
2460952.127314814832	1.92E-8	8.8E-9	2.35E-8	7.280000448E-1
2460952.127337962855	1.69E-8	6.3E-9	1.97E-8	7.200000286E-1
2460952.127384259365	1.81E-8	8.7E-9	2.23E-8	5.280000567E-1
2460952.127418981399	1.8E-8	5.4E-9	2.18E-8	4.720000029E-1
2460952.127442129422	1.79E-8	8.6E-9	2.15E-8	4.079999924E-1
2460952.127511573955	1.77E-8	8.0E-9	2.26E-8	5.280000567E-1
2460952.127534722444	1.59E-8	8.5E-9	2.21E-8	1.1440000534E0
2460952.127557870466	1.86E-8	8.2E-9	2.3E-8	4.160000086E-1
2460952.127604166511	1.72E-8	5.5E-9	2.2E-8	5.280000567E-1
2460952.127627315000	1.72E-8	7.7E-9	1.77E-8	6.000000238E-1
2460952.127650463022	1.67E-8	6.8E-9	1.99E-8	6.080000401E-1
2460952.127685185056	1.77E-8	8.7E-9	2.35E-8	4.480000138E-1
2460952.127719907556	1.47E-8	7.4E-9	2.09E-8	4.720000029E-1
2460952.127754629590	1.9E-8	9.6E-9	2.12E-8	5.520000458E-1
2460952.127789351624	1.67E-8	6.0E-9	2.46E-8	4.560000002E-1
2460952.127812500112	1.54E-8	8.4E-9	2.27E-8	5.120000243E-1
2460952.127847222146	1.5E-8	6.7E-9	2.19E-8	1.4160000086E0
2460952.127905092668	1.47E-8	8.4E-9	2.3E-8	4.640000165E-1
2460952.127928240690	1.8E-8	1.07E-8	1.88E-8	4.160000086E-1
2460952.127962963190	1.87E-8	5.7E-9	2.4E-8	4.160000086E-1
2460952.127997685224	1.79E-8	6.8E-9	2.33E-8	4.23999995E-1
2460952.128032407258	1.65E-8	6.9E-9	2.58E-8	4.160000086E-1
2460952.128055555746	1.51E-8	5.3E-9	2.12E-8	4.800000191E-1
2460952.128078703769	1.72E-8	7.3E-9	2.05E-8	6.960000396E-1
2460952.128101851791	1.82E-8	8.5E-9	2.28E-8	4.640000165E-1
2460952.128136574291	1.93E-8	9.0E-9	2.1E-8	6.480000615E-1
2460952.128159722313	1.81E-8	7.5E-9	2.19E-8	6.240000725E-1
2460952.128194444347	1.91E-8	7.7E-9	2.14E-8	9.920000434E-1
2460952.128229166847	1.86E-8	5.8E-9	2.39E-8	8.080000281E-1
2460952.128252314869	2.2E-8	5.0E-9	1.6E-8	6.480000615E-1
2460952.128287036903	1.7E-8	5.8E-9	2.02E-8	1.128000021E0
2460952.128321759403	1.52E-8	8.4E-9	2.11E-8	4.800000191E-1
2460952.128344907425	1.63E-8	7.0E-9	2.2E-8	4.320000112E-1
2460952.128368055448	1.55E-8	7.3E-9	2.36E-8	4.880000055E-1
2460952.128402777947	1.48E-8	6.6E-9	2.42E-8	4.23999995E-1
2460952.128437499981	1.9E-8	8.0E-9	2.18E-8	7.040000558E-1
2460952.128460648004	1.34E-8	8.4E-9	2.37E-8	4.079999924E-1
2460952.128483796492	1.64E-8	5.7E-9	2.35E-8	5.280000567E-1
2460952.128518518526	1.54E-8	1.11E-8	1.97E-8	4.480000138E-1
2460952.128541666549	1.84E-8	5.7E-9	2.45E-8	4.23999995E-1
2460952.128576389048	1.78E-8	7.4E-9	2.05E-8	6.880000234E-1
2460952.128634259105	1.57E-8	6.4E-9	2.5E-8	6.160000563E-1
2460952.128668981604	1.89E-8	5.8E-9	2.14E-8	7.12000072E-1
2460952.128703703638	1.81E-8	8.1E-9	2.4E-8	6.080000401E-1
2460952.128726851661	1.92E-8	7.1E-9	1.89E-8	1.2320001125E0
2460952.128761574160	1.76E-8	9.9E-9	1.79E-8	4.960000217E-1
2460952.128784722183	1.81E-8	6.3E-9	2.47E-8	5.200000405E-1
2460952.128807870205	1.59E-8	8.9E-9	2.09E-8	8.080000281E-1
2460952.128842592705	1.81E-8	5.6E-9	2.18E-8	4.480000138E-1
2460952.128877314739	1.8E-8	9.6E-9	1.95E-8	4.00000006E-1
2460952.128900462762	1.73E-8	6.0E-9	2.2E-8	4.399999976E-1
2460952.128935185261	1.62E-8	9.4E-9	2.47E-8	4.640000165E-1
2460952.128958333284	1.78E-8	4.6E-9	2.16E-8	5.280000567E-1
2460952.128993055783	2.03E-8	1.02E-8	2.23E-8	6.720000505E-1
2460952.129016203806	1.75E-8	9.3E-9	2.19E-8	4.080000222E-1
2460952.129039351828	1.86E-8	6.1E-9	1.75E-8	1.3840000629E0
2460952.129074073862	1.68E-8	6.4E-9	2.15E-8	4.399999976E-1
2460952.129097222351	1.72E-8	6.6E-9	2.14E-8	7.200000286E-1
2460952.129131944384	1.83E-8	8.4E-9	2.36E-8	4.720000029E-1
2460952.129166666884	1.94E-8	8.5E-9	2.28E-8	4.720000029E-1
2460952.129201388918	1.86E-8	1.02E-8	2.08E-8	5.280000567E-1
2460952.129247684963	1.74E-8	1.0E-8	1.78E-8	4.320000112E-1
2460952.129282407463	1.74E-8	7.4E-9	1.99E-8	4.079999924E-1
2460952.129305555485	1.76E-8	8.8E-9	2.03E-8	5.040000081E-1
2460952.129363426007	2.06E-8	5.5E-9	1.72E-8	6.960000396E-1
2460952.129398148041	1.67E-8	4.2E-9	2.62E-8	4.00000006E-1
2460952.129432870541	1.77E-8	8.0E-9	2.35E-8	4.23999995E-1
2460952.129467592575	1.93E-8	1.1E-8	1.96E-8	7.600000501E-1
