Acquisition Time [days]	Negative Width ["s"]	Fall Time ["s"]	Rise Time ["s"]	Peak-to-Peak ["V"]	Acquisition Time [days]	Negative Width ["s"]	Fall Time ["s"]	Rise Time ["s"]	Peak-to-Peak ["V"]
2460957.671817129478	2.03E-8	8.1E-9	1.82E-8	4.0999999046E0	2460957.671817129478	1.67E-8	5.7E-9	2.57E-8	2.7199997902E0
2460957.671863425989	1.76E-8	7.3E-9	2.09E-8	2.4399998188E0	2460957.671863425989	1.7E-8	9.8E-9	2.08E-8	3.0199999809E0
2460957.671921296511	2.32E-8	1.35E-8	2.24E-8	1.1199998856E0	2460957.671921296511	1.78E-8	6.0E-9	2.02E-8	1.8999998569E0
2460957.671967592556	1.75E-8	7.3E-9	1.33E-8	1.7199999094E0	2460957.671967592556	1.31E-8	1.11E-8	1.55E-8	2.0399999619E0
2460957.672060185112	2.0E-8	1.18E-8	1.79E-8	3.0799999237E0	2460957.672060185112	1.87E-8	1.02E-8	2.06E-8	2.1999998093E0
2460957.672164351679	1.76E-8	7.8E-9	2.16E-8	3.9599997997E0	2460957.672164351679	1.88E-8	7.7E-9	2.09E-8	3.0599999428E0
2460957.672465277836	1.71E-8	1.1E-8	1.85E-8	1.9599999189E0	2460957.672465277836	1.54E-8	1.01E-8	2.29E-8	1.8200000525E0
2460957.672511573881	1.77E-8	7.8E-9	2.26E-8	2.1199998856E0	2460957.672511573881	1.74E-8	1.11E-8	1.34E-8	1.2999999523E0
2460957.672557870392	1.5E-8	1.04E-8	2.04E-8	1.7199999094E0	2460957.672557870392	1.55E-8	6.9E-9	2.43E-8	1.6599999666E0
2460957.672708333470	1.66E-8	7.4E-9	1.31E-8	1.6199998856E0	2460957.672708333470	1.34E-8	6.5E-9	2.56E-8	1.1799999475E0
2460957.672754629515	1.71E-8	6.2E-9	2.76E-8	1.9999998808E0	2460957.672754629515	1.76E-8	5.6E-9	2.29E-8	1.2799999714E0
2460957.672858796082	2.17E-8	8.0E-9	2.6E-8	2.2599999905E0	2460957.672858796082	1.45E-8	1.13E-8	2.04E-8	3.2399997711E0
2460957.672905092593	1.69E-8	6.0E-9	2.41E-8	1.8199999332E0	2460957.672905092593	2.1E-8	6.7E-9	2.15E-8	1.3200000525E0
2460957.672997685149	1.64E-8	5.9E-9	2.07E-8	1.4199999571E0	2460957.672997685149	1.17E-8	1.1E-8	1.3E-8	1.2000000477E0
2460957.673055555671	1.8E-8	8.1E-9	2.44E-8	2.0399999619E0	2460957.673055555671	1.94E-8	9.6E-9	1.77E-8	1.2400000095E0
2460957.673101851717	2.02E-8	8.9E-9	1.9E-8	1.4599999189E0	2460957.673101851717	1.44E-8	7.6E-9	2.37E-8	1.5399999619E0
2460957.673252314795	1.86E-8	9.7E-9	2.69E-8	2.1999998093E0	2460957.673252314795	2.02E-8	6.3E-9	2.24E-8	1.6599999666E0
2460957.673298611306	1.7E-8	5.9E-9	2.59E-8	1.8599998951E0	2460957.673298611306	1.51E-8	6.7E-9	2.2E-8	1.4400000572E0
2460957.673402777873	1.77E-8	7.1E-9	2.24E-8	2.2200000286E0	2460957.673402777873	1.62E-8	7.1E-9	1.95E-8	2.0599999428E0
2460957.673449073918	1.92E-8	4.8E-9	1.58E-8	1.5199999809E0	2460957.673449073918	1.52E-8	1.07E-8	2.37E-8	1.3999998569E0
2460957.673495370429	1.52E-8	1.0E-8	1.66E-8	1.9599999189E0	2460957.673495370429	1.5E-8	4.7E-9	2.55E-8	1.2999999523E0
2460957.673553240951	2.02E-8	1.34E-8	1.92E-8	1.7199999094E0	2460957.673553240951	1.76E-8	7.6E-9	1.71E-8	1.4599999189E0
2460957.673692129552	1.73E-8	1.23E-8	1.81E-8	1.5799999237E0	2460957.673692129552	1.62E-8	6.1E-9	2.55E-8	1.4199999571E0
2460957.673842592631	1.5E-8	6.6E-9	2.18E-8	3.0999999046E0	2460957.673842592631	1.61E-8	1.24E-8	1.64E-8	2.379999876E0
2460957.673888888676	1.92E-8	1.17E-8	1.85E-8	3.3999998569E0	2460957.673888888676	1.61E-8	9.4E-9	1.39E-8	2.1199998856E0
2460957.673946759198	1.66E-8	6.0E-9	2.01E-8	2.6199998856E0	2460957.673946759198	1.91E-8	6.2E-9	2.68E-8	1.8199999332E0
2460957.673993055709	1.62E-8	9.0E-9	1.48E-8	1.8999999762E0	2460957.673993055709	1.61E-8	8.9E-9	1.57E-8	1.2400000095E0
2460957.674085648265	1.61E-8	1.07E-8	1.65E-8	2.1999998093E0	2460957.674085648265	1.4E-8	9.4E-9	2.01E-8	1.7000000477E0
2460957.674236111343	1.53E-8	1.19E-8	2.27E-8	1.9199999571E0	2460957.674236111343	1.48E-8	8.9E-9	1.63E-8	1.4400000572E0
2460957.674328703899	1.47E-8	9.6E-9	2.48E-8	2.1199998856E0	2460957.674328703899	1.87E-8	6.6E-9	3.22E-8	1.1799999475E0
2460957.674386573955	1.6E-8	7.9E-9	2.2E-8	2.5799999237E0	2460957.674386573955	1.61E-8	1.38E-8	1.72E-8	2.3599998951E0
2460957.674432870466	1.51E-8	6.5E-9	1.45E-8	1.7999999523E0	2460957.674432870466	1.33E-8	1.08E-8	2.3E-8	1.5599999428E0
2460957.674479166511	1.6E-8	1.14E-8	1.97E-8	1.8599998951E0	2460957.674479166511	1.75E-8	1.01E-8	1.61E-8	1.6999999285E0
2460957.674537037034	1.5E-8	7.2E-9	2.22E-8	1.9799998999E0	2460957.674537037034	1.65E-8	5.6E-9	1.52E-8	1.0E0
2460957.674583333544	1.59E-8	5.6E-9	2.47E-8	2.1199998856E0	2460957.674583333544	1.64E-8	1.17E-8	2.09E-8	2.0799999237E0
2460957.674629629590	1.32E-8	4.2E-9	1.78E-8	1.8399999142E0	2460957.674629629590	1.71E-8	1.01E-8	2.24E-8	1.7199999094E0
2460957.674780092668	1.96E-8	9.5E-9	2.04E-8	2.5E0	2460957.674780092668	1.65E-8	9.1E-9	2.67E-8	1.6999999285E0
2460957.674826388713	1.68E-8	6.5E-9	2.28E-8	2.5999999046E0	2460957.674826388713	1.64E-8	1.06E-8	1.9E-8	3.0199999809E0
2460957.674884259235	1.95E-8	7.7E-9	1.7E-8	2.8399999142E0	2460957.674884259235	1.93E-8	9.0E-9	1.71E-8	2.8399999142E0
2460957.675173610914	1.97E-8	6.1E-9	2.53E-8	1.6599999666E0	2460957.675173610914	1.88E-8	8.3E-9	2.08E-8	1.1799999475E0
2460957.675277777947	1.83E-8	3.8E-9	2.24E-8	2.5399999619E0	2460957.675277777947	2.04E-8	9.5E-9	2.36E-8	2.3599998951E0
2460957.675370370504	1.62E-8	5.6E-9	1.57E-8	1.879999876E0	2460957.675370370504	1.83E-8	9.9E-9	2.19E-8	1.5999999046E0
2460957.675671296194	1.86E-8	6.2E-9	2.17E-8	3.5399999619E0	2460957.675671296194	2.11E-8	1.13E-8	2.36E-8	3.4799997807E0
2460957.675717592705	1.98E-8	6.3E-9	1.83E-8	1.939999938E0	2460957.675717592705	1.67E-8	9.5E-9	1.64E-8	1.7599998713E0
2460957.675821759272	1.75E-8	6.3E-9	1.85E-8	1.6199998856E0	2460957.675821759272	1.72E-8	8.4E-9	1.8E-8	2.7999999523E0
2460957.675868055783	1.44E-8	4.9E-9	2.05E-8	1.4799998999E0	2460957.675868055783	1.62E-8	5.2E-9	2.24E-8	1.6399998665E0
2460957.675914351828	1.57E-8	1.05E-8	1.57E-8	2.4600000381E0	2460957.675914351828	1.7E-8	5.3E-9	2.44E-8	2.0799999237E0
2460957.676018518396	1.72E-8	5.7E-9	3.07E-8	1.8999999762E0	2460957.676018518396	1.75E-8	8.3E-9	2.41E-8	1.560000062E0
2460957.676111110952	1.63E-8	5.7E-9	1.77E-8	1.7199999094E0	2460957.676111110952	1.59E-8	1.06E-8	1.6E-8	1.2799999714E0
2460957.676168981474	1.89E-8	9.5E-9	2.21E-8	2.7200000286E0	2460957.676168981474	1.76E-8	1.17E-8	1.66E-8	2.0399999619E0
2460957.676215277985	1.88E-8	1.26E-8	2.55E-8	2.7199997902E0	2460957.676215277985	1.79E-8	6.1E-9	2.2E-8	2.7199997902E0
2460957.676261574030	2.0E-8	7.4E-9	2.74E-8	1.7399998903E0	2460957.676261574030	1.57E-8	6.6E-9	1.8E-8	1.439999938E0
2460957.676319444552	9.4E-9	1.11E-8	2.15E-8	2.7200000286E0	2460957.676319444552	1.35E-8	8.7E-9	1.62E-8	1.1199998856E0
2460957.676365740597	1.77E-8	1.41E-8	2.18E-8	1.439999938E0	2460957.676365740597	1.82E-8	7.6E-9	1.9E-8	1.3200000525E0
2460957.676412037108	1.99E-8	1.14E-8	2.22E-8	2.3199999332E0	2460957.676412037108	1.76E-8	9.3E-9	1.84E-8	2.3599998951E0
2460957.676562500186	1.58E-8	5.3E-9	1.59E-8	2.379999876E0	2460957.676562500186	1.56E-8	8.3E-9	2.35E-8	1.8799999952E0
2460957.676608796231	1.56E-8	5.8E-9	2.27E-8	1.3599998951E0	2460957.676608796231	2.01E-8	1.03E-8	2.06E-8	1.8999999762E0
2460957.676666666754	1.82E-8	6.9E-9	2.46E-8	1.4999998808E0	2460957.676666666754	1.12E-8	8.0E-9	2.3E-8	1.7599998713E0
2460957.676712962799	2.26E-8	7.4E-9	2.16E-8	1.8599998951E0	2460957.676712962799	1.43E-8	1.26E-8	2.14E-8	1.7599999905E0
2460957.676759259310	1.59E-8	8.0E-9	2.53E-8	2.5199999809E0	2460957.676759259310	1.72E-8	7.5E-9	2.15E-8	1.7799998522E0
2460957.676909722388	1.53E-8	9.6E-9	1.95E-8	1.7399998903E0	2460957.676909722388	1.42E-8	7.6E-9	1.62E-8	1.3399999142E0
2460957.677013888955	1.47E-8	9.6E-9	1.88E-8	1.6799999475E0	2460957.677013888955	1.71E-8	8.8E-9	2.17E-8	1.6999999285E0
2460957.677060185000	1.82E-8	6.5E-9	2.26E-8	1.5799999237E0	2460957.677060185000	1.63E-8	8.1E-9	2.12E-8	1.4600000381E0
2460957.677106481511	1.84E-8	1.1E-8	2.19E-8	2.0399999619E0	2460957.677106481511	1.41E-8	8.9E-9	2.21E-8	1.7999999523E0
2460957.677453703713	1.74E-8	7.7E-9	2.36E-8	2.1999998093E0	2460957.677453703713	1.34E-8	6.1E-9	2.16E-8	1.7999999523E0
2460957.677500000224	1.76E-8	1.41E-8	2.41E-8	1.2999999523E0	2460957.677500000224	1.57E-8	7.9E-9	1.61E-8	1.0199999809E0
2460957.677604166791	1.7E-8	8.7E-9	2.38E-8	3.2400000095E0	2460957.677604166791	1.74E-8	1.35E-8	1.64E-8	2.7399997711E0
2460957.677650462836	1.96E-8	1.12E-8	1.89E-8	3.1199998856E0	2460957.677650462836	1.83E-8	6.7E-9	2.03E-8	2.8199999332E0
2460957.677743055392	1.84E-8	1.19E-8	2.39E-8	3.1399998665E0	2460957.677743055392	1.63E-8	6.2E-9	2.31E-8	2.5999999046E0
2460957.677800925914	2.1E-8	6.6E-9	2.16E-8	2.2599999905E0	2460957.677800925914	1.67E-8	8.8E-9	2.26E-8	2.1199998856E0
2460957.677951388992	2.05E-8	1.04E-8	1.86E-8	2.0999999046E0	2460957.677951388992	1.46E-8	1.03E-8	1.77E-8	2.7999999523E0
2460957.678043981548	1.93E-8	5.0E-9	2.21E-8	2.5E0	2460957.678043981548	1.76E-8	1.52E-8	1.59E-8	1.1399998665E0
2460957.678090277594	1.91E-8	5.2E-9	2.7E-8	1.5599999428E0	2460957.678090277594	1.82E-8	1.18E-8	1.89E-8	1.560000062E0
2460957.678194444627	1.51E-8	8.4E-9	1.73E-8	2.4599997997E0	2460957.678194444627	1.87E-8	1.12E-8	2.01E-8	1.2000000477E0
2460957.678240740672	1.65E-8	5.6E-9	2.51E-8	2.1199998856E0	2460957.678240740672	1.9E-8	7.2E-9	2.72E-8	1.7999999523E0
2460957.678298611194	1.41E-8	6.7E-9	2.95E-8	1.4999998808E0	2460957.678298611194	2.12E-8	3.5E-9	2.78E-8	1.1399998665E0
2460957.678344907239	2.19E-8	8.7E-9	2.09E-8	1.439999938E0	2460957.678344907239	1.52E-8	8.8E-9	1.69E-8	1.3799999952E0
2460957.678483796306	1.46E-8	4.0E-9	2.7E-8	1.4999998808E0	2460957.678483796306	1.33E-8	6.4E-9	1.76E-8	1.1399998665E0
2460957.678541666828	1.97E-8	9.3E-9	1.37E-8	1.0199999809E0	2460957.678541666828	2.07E-8	5.5E-9	1.99E-8	2.3199999332E0
2460957.678587962873	1.45E-8	6.4E-9	2.89E-8	1.7799999714E0	2460957.678587962873	1.47E-8	9.8E-9	1.83E-8	1.1399999857E0
2460957.678692129441	1.77E-8	9.3E-9	1.63E-8	2.6799998283E0	2460957.678692129441	1.45E-8	1.29E-8	2.03E-8	1.6599999666E0
2460957.678784721997	1.79E-8	9.2E-9	2.5E-8	2.2599999905E0	2460957.678784721997	1.67E-8	1.03E-8	2.26E-8	2.9199998379E0
2460957.678831018507	1.83E-8	6.3E-9	2.7E-8	2.0999999046E0	2460957.678831018507	1.15E-8	1.27E-8	1.8E-8	1.6000000238E0
2460957.678981481586	2.24E-8	5.8E-9	2.59E-8	1.7399998903E0	2460957.678981481586	1.7E-8	9.8E-9	2.73E-8	1.4199999571E0
2460957.679224537220	1.92E-8	9.2E-9	2.45E-8	1.379999876E0	2460957.679224537220	1.41E-8	6.4E-9	2.35E-8	1.6599999666E0
2460957.679328703787	1.8E-8	8.1E-9	1.69E-8	2.7199997902E0	2460957.679328703787	1.47E-8	7.2E-9	2.45E-8	2.4399998188E0
2460957.679374999832	2.1E-8	1.34E-8	1.61E-8	1.4999998808E0	2460957.679374999832	1.99E-8	9.2E-9	2.21E-8	1.7200000286E0
2460957.679479166865	2.05E-8	8.7E-9	1.87E-8	3.1199998856E0	2460957.679479166865	1.48E-8	5.5E-9	2.22E-8	2.5399999619E0
2460957.679525462911	1.73E-8	6.1E-9	1.93E-8	3.0799999237E0	2460957.679525462911	2.01E-8	9.1E-9	2.32E-8	3.4199998379E0
2460957.679675925989	1.42E-8	1.24E-8	2.23E-8	1.2399998903E0	2460957.679675925989	1.38E-8	1.39E-8	1.21E-8	1.8399999142E0
2460957.679826389067	1.8E-8	7.8E-9	1.7E-8	1.7199999094E0	2460957.679826389067	1.58E-8	1.03E-8	1.73E-8	2.1999998093E0
2460957.679918981623	2.16E-8	6.6E-9	2.25E-8	1.3599998951E0	2460957.679918981623	1.79E-8	1.09E-8	1.64E-8	1.4599999189E0
2460957.680023148190	1.69E-8	1.09E-8	2.56E-8	1.7599998713E0	2460957.680023148190	2.06E-8	1.05E-8	2.28E-8	2.9599997997E0
2460957.680069444235	1.47E-8	8.6E-9	1.95E-8	2.1399998665E0	2460957.680069444235	1.37E-8	1.3E-8	1.26E-8	1.8200000525E0
2460957.680219907314	1.93E-8	7.0E-9	1.88E-8	2.6199998856E0	2460957.680219907314	1.49E-8	8.2E-9	2.49E-8	2.6999998093E0
2460957.680312499870	1.75E-8	8.2E-9	3.38E-8	1.7199999094E0	2460957.680312499870	1.22E-8	6.6E-9	2.15E-8	1.5399999619E0
2460957.680370370392	1.9E-8	8.6E-9	1.89E-8	2.3999998569E0	2460957.680370370392	1.93E-8	7.9E-9	2.27E-8	1.4599999189E0
2460957.680763889104	1.8E-8	7.5E-9	2.01E-8	1.4599999189E0	2460957.680763889104	2.04E-8	6.9E-9	1.81E-8	1.3999998569E0
2460957.680810185149	1.89E-8	6.5E-9	1.96E-8	1.5199999809E0	2460957.680810185149	1.74E-8	1.0E-8	1.88E-8	1.7199999094E0
2460957.680868055671	1.93E-8	1.09E-8	1.86E-8	2.2799999714E0	2460957.680868055671	1.57E-8	8.6E-9	2.38E-8	1.879999876E0
2460957.680914351717	1.52E-8	7.4E-9	2.89E-8	2.1599998474E0	2460957.680914351717	1.36E-8	9.6E-9	2.28E-8	2.6999998093E0
2460957.680960648227	1.87E-8	6.7E-9	1.83E-8	1.9599999189E0	2460957.680960648227	1.65E-8	9.0E-9	1.66E-8	1.3199999332E0
2460957.681006944273	1.97E-8	8.4E-9	2.2E-8	2.379999876E0	2460957.681006944273	1.54E-8	1.23E-8	2.24E-8	2.0599999428E0
2460957.681111111306	1.56E-8	1.19E-8	2.07E-8	3.5199999809E0	2460957.681111111306	1.57E-8	5.8E-9	2.29E-8	2.4799997807E0
2460957.681215277873	1.92E-8	7.2E-9	2.65E-8	2.8599998951E0	2460957.681215277873	1.73E-8	1.37E-8	1.77E-8	1.7799998522E0
2460957.681261573918	1.68E-8	7.6E-9	2.74E-8	1.5599999428E0	2460957.681261573918	1.95E-8	7.4E-9	1.97E-8	1.7599998713E0
2460957.681354166474	1.82E-8	8.0E-9	2.23E-8	2.7799999714E0	2460957.681354166474	1.51E-8	6.2E-9	2.99E-8	1.8599998951E0
2460957.681412036996	1.99E-8	6.0E-9	2.26E-8	2.5199999809E0	2460957.681412036996	1.73E-8	7.3E-9	1.89E-8	2.3399999142E0
2460957.681458333507	1.76E-8	8.5E-9	1.99E-8	3.0E0	2460957.681458333507	1.64E-8	9.9E-9	2.19E-8	2.6999998093E0
2460957.681805555709	1.93E-8	6.3E-9	2.61E-8	1.7799999714E0	2460957.681805555709	1.56E-8	8.1E-9	2.01E-8	2.4399998188E0
2460957.681851851754	2.06E-8	1.06E-8	1.72E-8	2.0599999428E0	2460957.681851851754	1.86E-8	4.0E-9	1.96E-8	1.8999998569E0
2460957.681898148265	2.12E-8	6.8E-9	2.46E-8	3.4599997997E0	2460957.681898148265	1.62E-8	1.15E-8	2.56E-8	2.5799999237E0
2460957.681956018321	1.74E-8	6.4E-9	2.63E-8	2.0399999619E0	2460957.681956018321	2.1E-8	8.4E-9	1.99E-8	1.4999998808E0
2460957.682002314832	1.43E-8	7.8E-9	2.85E-8	2.0999999046E0	2460957.682002314832	1.84E-8	1.04E-8	2.31E-8	1.5799999237E0
2460957.682048611343	1.43E-8	9.8E-9	2.27E-8	2.0399999619E0	2460957.682048611343	1.71E-8	1.03E-8	1.95E-8	1.939999938E0
2460957.682152777910	1.75E-8	7.7E-9	3.11E-8	2.0399999619E0	2460957.682152777910	1.48E-8	9.7E-9	1.54E-8	1.5799999237E0
2460957.682199073955	1.95E-8	1.2E-8	2.32E-8	1.6999999285E0	2460957.682199073955	1.49E-8	9.3E-9	2.07E-8	1.7199999094E0
2460957.682303240523	1.67E-8	1.24E-8	1.18E-8	1.7599998713E0	2460957.682303240523	1.81E-8	9.1E-9	2.1E-8	2.4199998379E0
2460957.682349537034	1.74E-8	6.6E-9	2.16E-8	2.9399998188E0	2460957.682349537034	1.46E-8	6.2E-9	2.15E-8	1.4199999571E0
2460957.682395833544	2.11E-8	1.1E-8	2.7E-8	1.7599998713E0	2460957.682395833544	1.93E-8	8.8E-9	2.11E-8	1.8799999952E0
2460957.682453703601	2.15E-8	7.5E-9	2.86E-8	1.9999998808E0	2460957.682453703601	1.44E-8	9.4E-9	2.08E-8	2.3199999332E0
2460957.682546296157	1.71E-8	6.7E-9	2.61E-8	2.879999876E0	2460957.682546296157	1.68E-8	5.3E-9	2.16E-8	1.7199999094E0
2460957.682847222313	1.52E-8	6.2E-9	2.22E-8	1.7399998903E0	2460957.682847222313	1.27E-8	1.15E-8	1.83E-8	1.879999876E0
2460957.682939814869	2.07E-8	6.9E-9	2.01E-8	1.8999999762E0	2460957.682939814869	1.59E-8	9.2E-9	2.21E-8	2.2599999905E0
2460957.682997685391	1.97E-8	7.9E-9	2.76E-8	1.8199999332E0	2460957.682997685391	1.94E-8	6.2E-9	1.14E-8	1.2599998713E0
2460957.683194444515	1.98E-8	7.3E-9	1.28E-8	2.6599998474E0	2460957.683194444515	1.61E-8	1.02E-8	2.23E-8	2.4599997997E0
2460957.683240740560	1.55E-8	9.7E-9	1.78E-8	1.6199998856E0	2460957.683240740560	1.78E-8	9.2E-9	2.22E-8	1.379999876E0
2460957.683287037071	1.66E-8	1.09E-8	2.26E-8	2.1599998474E0	2460957.683287037071	1.62E-8	6.2E-9	1.66E-8	1.879999876E0
2460957.683344907593	1.86E-8	8.8E-9	2.25E-8	1.8599998951E0	2460957.683344907593	1.33E-8	7.0E-9	1.71E-8	1.6999999285E0
2460957.683391203638	1.51E-8	6.6E-9	1.95E-8	1.7999999523E0	2460957.683391203638	1.77E-8	8.5E-9	2.27E-8	2.6599998474E0
2460957.683495370205	1.47E-8	1.6E-8	2.25E-8	1.4999998808E0	2460957.683495370205	3.4E-9	8.3E-9	2.48E-8	2.6199998856E0
2460957.683692129795	1.46E-8	1.12E-8	2.13E-8	1.5199999809E0	2460957.683692129795	1.77E-8	1.35E-8	1.71E-8	1.9999998808E0
2460957.683842592407	1.81E-8	9.1E-9	2.36E-8	2.1799998283E0	2460957.683842592407	1.59E-8	6.6E-9	2.51E-8	2.0199999809E0
2460957.683935184963	1.67E-8	5.5E-9	1.83E-8	2.2799999714E0	2460957.683935184963	1.75E-8	7.5E-9	2.1E-8	2.3199999332E0
2460957.684039351996	1.91E-8	1.16E-8	1.32E-8	2.0599999428E0	2460957.684039351996	2.01E-8	8.8E-9	1.56E-8	1.2399998903E0
2460957.684085648041	1.89E-8	5.3E-9	1.67E-8	2.3399999142E0	2460957.684085648041	1.75E-8	8.9E-9	2.12E-8	2.3199999332E0
2460957.684282407630	2.04E-8	1.21E-8	2.06E-8	1.7199999094E0	2460957.684282407630	1.58E-8	4.9E-9	1.99E-8	2.4599997997E0
2460957.684328703675	1.85E-8	9.2E-9	2.48E-8	2.5599999428E0	2460957.684328703675	1.21E-8	1.09E-8	2.25E-8	1.6200000048E0
2460957.684432870243	1.92E-8	1.14E-8	2.4E-8	1.8599998951E0	2460957.684432870243	1.36E-8	1.29E-8	2.19E-8	1.6599999666E0
2460957.684525462799	1.99E-8	9.9E-9	2.72E-8	1.6399999857E0	2460957.684525462799	2.02E-8	1.04E-8	1.12E-8	1.6399998665E0
2460957.684629629832	1.97E-8	3.9E-9	1.81E-8	1.2799999714E0	2460957.684629629832	1.9E-8	7.3E-9	1.89E-8	2.7999999523E0
2460957.684675925877	1.69E-8	8.4E-9	1.62E-8	1.7599998713E0	2460957.684675925877	1.51E-8	7.6E-9	2.32E-8	1.3399999142E0
2460957.684722222388	1.61E-8	6.8E-9	2.18E-8	1.9999998808E0	2460957.684722222388	1.53E-8	1.27E-8	1.61E-8	1.439999938E0
2460957.684780092444	1.73E-8	7.5E-9	2.53E-8	1.8999999762E0	2460957.684780092444	1.42E-8	6.8E-9	2.55E-8	1.8999998569E0
2460957.684872685000	1.65E-8	9.4E-9	2.14E-8	2.5799999237E0	2460957.684872685000	1.24E-8	1.0E-8	2.32E-8	1.2799999714E0
2460957.684930555522	2.01E-8	1.17E-8	2.43E-8	2.6599998474E0	2460957.684930555522	1.48E-8	1.29E-8	1.38E-8	1.9199999571E0
2460957.685069444589	1.91E-8	4.4E-9	2.66E-8	1.9799998999E0	2460957.685069444589	1.49E-8	6.9E-9	1.86E-8	2.5199999809E0
2460957.685173611157	1.63E-8	4.8E-9	2.05E-8	2.5E0	2460957.685173611157	1.84E-8	6.1E-9	2.34E-8	2.7599999905E0
2460957.685219907202	1.55E-8	7.3E-9	1.74E-8	1.3599998951E0	2460957.685219907202	2.08E-8	6.9E-9	1.75E-8	1.8400000334E0
2460957.685324074235	2.08E-8	6.7E-9	2.14E-8	1.3599998951E0	2460957.685324074235	1.66E-8	9.3E-9	2.06E-8	1.6599999666E0
2460957.685370370280	1.68E-8	1.07E-8	2.28E-8	2.6599998474E0	2460957.685370370280	1.39E-8	4.5E-9	2.68E-8	2.1999998093E0
2460957.685567129403	1.76E-8	9.7E-9	2.79E-8	1.7199999094E0	2460957.685567129403	1.82E-8	1.19E-8	2.14E-8	1.4799998999E0
2460957.685624999925	1.75E-8	8.3E-9	1.82E-8	2.4399998188E0	2460957.685624999925	1.79E-8	9.7E-9	2.55E-8	1.5999999046E0
2460957.685914352071	1.73E-8	7.4E-9	2.88E-8	2.2400000095E0	2460957.685914352071	1.8E-8	1.03E-8	2.3E-8	1.6599999666E0
2460957.685960648116	1.88E-8	1.04E-8	2.07E-8	2.6399998665E0	2460957.685960648116	1.6E-8	1.18E-8	2.17E-8	2.2400000095E0
2460957.686018518638	2.08E-8	5.8E-9	2.15E-8	2.0599999428E0	2460957.686018518638	1.44E-8	1.05E-8	1.68E-8	1.8199999332E0
2460957.686064814683	1.64E-8	1.09E-8	2.49E-8	1.3599998951E0	2460957.686064814683	2.31E-8	5.3E-9	2.46E-8	1.2199999094E0
2460957.686111111194	1.69E-8	6.2E-9	2.83E-8	1.0999999046E0	2460957.686111111194	1.74E-8	1.01E-8	1.99E-8	2.5E0
2460957.686157407239	1.49E-8	9.7E-9	2.07E-8	2.3599998951E0	2460957.686157407239	1.71E-8	1.21E-8	1.92E-8	1.7799998522E0
2460957.686215277761	2.15E-8	6.2E-9	2.16E-8	1.4999998808E0	2460957.686215277761	1.74E-8	1.21E-8	1.49E-8	1.2399998903E0
2460957.686365740839	1.19E-8	8.9E-9	1.95E-8	1.6399999857E0	2460957.686365740839	1.99E-8	5.2E-9	2.58E-8	1.2999999523E0
2460957.686458333395	1.71E-8	1.03E-8	2.1E-8	2.5599999428E0	2460957.686458333395	1.45E-8	9.0E-9	1.74E-8	1.6399998665E0
2460957.686516203918	2.17E-8	1.21E-8	2.17E-8	1.6399999857E0	2460957.686516203918	1.15E-8	1.1E-8	1.33E-8	2.1799998283E0
2460957.686562499963	1.7E-8	8.6E-9	2.29E-8	1.6799999475E0	2460957.686562499963	1.41E-8	1.2E-8	1.22E-8	1.3000000715E0
2460957.686608796474	1.48E-8	6.9E-9	2.22E-8	2.0599999428E0	2460957.686608796474	1.43E-8	1.44E-8	1.86E-8	1.3199999332E0
2460957.686712963041	1.71E-8	1.18E-8	1.73E-8	2.879999876E0	2460957.686712963041	1.93E-8	8.1E-9	2.62E-8	2.1399998665E0
2460957.686759259086	2.0E-8	1.01E-8	2.19E-8	1.7399998903E0	2460957.686759259086	1.49E-8	6.5E-9	2.36E-8	1.0399999619E0
2460957.686805555597	1.79E-8	8.4E-9	2.05E-8	3.1799998283E0	2460957.686805555597	1.48E-8	9.4E-9	1.26E-8	2.4999997616E0
2460957.686863426119	1.6E-8	7.3E-9	2.64E-8	1.8399999142E0	2460957.686863426119	1.31E-8	8.4E-9	1.37E-8	1.5399999619E0
2460957.686909722164	1.97E-8	9.9E-9	2.05E-8	1.879999876E0	2460957.686909722164	1.64E-8	5.1E-9	2.47E-8	1.7799998522E0
2460957.687060185242	1.95E-8	1.04E-8	1.82E-8	1.8199999332E0	2460957.687060185242	1.86E-8	6.5E-9	2.03E-8	1.8599998951E0
2460957.687442129478	1.57E-8	7.2E-9	2.66E-8	2.5199999809E0	2460957.687442129478	1.93E-8	1.03E-8	2.08E-8	2.1999998093E0
2460957.687500000000	1.77E-8	6.8E-9	2.09E-8	1.379999876E0	2460957.687500000000	1.59E-8	7.5E-9	2.32E-8	1.1599999666E0
2460957.687638889067	1.71E-8	6.5E-9	2.06E-8	2.6399998665E0	2460957.687638889067	1.81E-8	8.6E-9	2.31E-8	2.2400000095E0
2460957.687743055634	1.03E-8	1.19E-8	2.14E-8	2.379999876E0	2460957.687743055634	1.79E-8	1.14E-8	1.69E-8	1.2199999094E0
2460957.687986111268	1.57E-8	1.05E-8	2.28E-8	1.4599999189E0	2460957.687986111268	1.64E-8	9.2E-9	2.5E-8	1.3799999952E0
2460957.688229166437	1.73E-8	8.0E-9	2.23E-8	1.9799998999E0	2460957.688229166437	1.38E-8	8.3E-9	1.74E-8	1.5599999428E0
2460957.688275462948	1.6E-8	5.5E-9	2.8E-8	2.0999999046E0	2460957.688275462948	1.71E-8	8.1E-9	2.65E-8	1.2599998713E0
