Acquisition Time [days]	Negative Width ["s"]	Fall Time ["s"]	Rise Time ["s"]	Peak-to-Peak ["V"]	Acquisition Time [days]	Negative Width ["s"]	Fall Time ["s"]	Rise Time ["s"]	Peak-to-Peak ["V"]
2460957.729976851959	1.73E-8	7.9E-9	2.64E-8	1.6799999475E0	2460957.729976851959	1.5E-8	6.4E-9	1.94E-8	1.3400000334E0
2460957.730127315037	1.7E-8	8.1E-9	2.7E-8	2.1799998283E0	2460957.730127315037	1.37E-8	1.13E-8	2.06E-8	1.6799999475E0
2460957.730231481604	2.25E-8	5.3E-9	1.79E-8	1.3599998951E0	2460957.730231481604	1.39E-8	8.4E-9	1.69E-8	1.2799999714E0
2460957.730277777649	2.01E-8	1.3E-8	2.15E-8	1.4999998808E0	2460957.730277777649	1.02E-8	1.04E-8	2.11E-8	2.0599999428E0
2460957.730381944217	1.67E-8	6.3E-9	1.6E-8	3.1999998093E0	2460957.730381944217	1.54E-8	1.04E-8	2.14E-8	1.7599998713E0
2460957.730428240728	1.68E-8	7.7E-9	3.07E-8	1.6599999666E0	2460957.730428240728	1.72E-8	9.0E-9	1.93E-8	2.4399998188E0
2460957.730474537238	1.75E-8	6.3E-9	1.65E-8	1.8599998951E0	2460957.730474537238	1.67E-8	9.8E-9	1.7E-8	1.1799999475E0
2460957.730578703806	1.6E-8	6.1E-9	3.56E-8	1.439999938E0	2460957.730578703806	1.78E-8	1.27E-8	1.84E-8	1.3599998951E0
2460957.730682870373	1.63E-8	1.21E-8	2.23E-8	2.4399998188E0	2460957.730682870373	1.37E-8	1.0E-8	1.78E-8	2.0399999619E0
2460957.730729166884	1.89E-8	8.8E-9	2.17E-8	2.2599999905E0	2460957.730729166884	1.73E-8	9.1E-9	2.36E-8	2.1599998474E0
2460957.730821759440	1.49E-8	9.8E-9	1.31E-8	1.8999999762E0	2460957.730821759440	1.16E-8	8.6E-9	1.35E-8	1.6599999666E0
2460957.730879629496	1.99E-8	6.4E-9	2.09E-8	1.6599999666E0	2460957.730879629496	2.09E-8	7.5E-9	2.03E-8	1.3799999952E0
2460957.731018518563	1.58E-8	7.6E-9	2.25E-8	1.9999998808E0	2460957.731018518563	1.66E-8	3.8E-9	1.86E-8	1.4799998999E0
2460957.731076389086	1.69E-8	7.7E-9	1.77E-8	1.9999998808E0	2460957.731076389086	1.88E-8	8.0E-9	2.11E-8	1.1799999475E0
2460957.731122685131	1.64E-8	7.7E-9	1.94E-8	2.379999876E0	2460957.731122685131	1.83E-8	1.13E-8	2.24E-8	1.5399999619E0
2460957.731168981642	1.56E-8	1.01E-8	2.26E-8	2.4800000191E0	2460957.731168981642	1.78E-8	7.4E-9	2.02E-8	1.9999998808E0
2460957.731226851698	1.91E-8	6.6E-9	2.21E-8	2.8999998569E0	2460957.731226851698	2.38E-8	1.05E-8	1.84E-8	1.0599999428E0
2460957.731273148209	1.82E-8	8.4E-9	2.07E-8	2.5999999046E0	2460957.731273148209	1.94E-8	1.02E-8	1.89E-8	2.1799998283E0
2460957.731319444254	1.94E-8	6.1E-9	1.73E-8	1.4199999571E0	2460957.731319444254	1.35E-8	7.9E-9	2.26E-8	1.9599999189E0
2460957.731423611287	1.23E-8	1.02E-8	1.81E-8	2.4800000191E0	2460957.731423611287	1.77E-8	8.2E-9	2.01E-8	1.5799999237E0
2460957.731469907332	1.68E-8	7.4E-9	2.71E-8	2.0199999809E0	2460957.731469907332	1.82E-8	9.5E-9	2.31E-8	1.379999876E0
2460957.731516203843	1.84E-8	1.17E-8	2.13E-8	3.5399999619E0	2460957.731516203843	1.66E-8	1.15E-8	1.93E-8	3.8199999332E0
2460957.731666666456	1.87E-8	1.27E-8	1.6E-8	2.379999876E0	2460957.731666666456	1.66E-8	7.8E-9	2.16E-8	1.7399998903E0
2460957.731770833489	1.95E-8	1.05E-8	2.05E-8	2.1799998283E0	2460957.731770833489	1.64E-8	8.8E-9	1.59E-8	1.7399998903E0
2460957.731817129534	1.9E-8	1.23E-8	2.06E-8	1.8199999332E0	2460957.731817129534	2.27E-8	9.2E-9	1.68E-8	1.1200000048E0
2460957.732060185168	1.97E-8	6.1E-9	2.26E-8	1.6999999285E0	2460957.732060185168	1.73E-8	1.14E-8	1.98E-8	3.2199997902E0
2460957.732164351735	1.81E-8	8.1E-9	1.35E-8	1.7799999714E0	2460957.732164351735	1.15E-8	7.3E-9	2.65E-8	1.5799999237E0
2460957.732314814813	1.96E-8	9.6E-9	1.91E-8	1.2999999523E0	2460957.732314814813	1.43E-8	1.04E-8	1.51E-8	1.2799999714E0
2460957.732361111324	1.57E-8	6.2E-9	2.56E-8	1.7799999714E0	2460957.732361111324	1.61E-8	9.4E-9	2.22E-8	3.0199999809E0
2460957.732407407369	1.4E-8	6.2E-9	2.17E-8	2.7999999523E0	2460957.732407407369	1.76E-8	7.2E-9	2.31E-8	2.6799998283E0
2460957.732511573937	1.87E-8	1.17E-8	1.68E-8	2.2599999905E0	2460957.732511573937	1.55E-8	1.41E-8	1.73E-8	1.6599999666E0
2460957.732754629571	1.64E-8	9.7E-9	2.11E-8	2.3399999142E0	2460957.732754629571	1.69E-8	6.6E-9	2.36E-8	1.5799999237E0
2460957.732800926082	1.78E-8	8.6E-9	3.0E-8	1.9799998999E0	2460957.732800926082	2.06E-8	1.0E-8	2.25E-8	1.5999999046E0
2460957.732858796138	1.63E-8	6.7E-9	2.64E-8	1.8599998951E0	2460957.732858796138	1.36E-8	9.2E-9	2.57E-8	1.5599999428E0
2460957.732951388694	1.78E-8	7.2E-9	2.19E-8	1.7199999094E0	2460957.732951388694	4.7E-9	6.3E-9	1.83E-8	1.2599999905E0
2460957.733055555727	1.47E-8	1.01E-8	2.05E-8	1.8399999142E0	2460957.733055555727	1.88E-8	1.04E-8	2.07E-8	2.9599997997E0
2460957.733148148283	1.77E-8	7.1E-9	2.21E-8	1.4999998808E0	2460957.733148148283	9.3E-9	1.06E-8	2.19E-8	1.5799999237E0
2460957.733206018340	1.77E-8	1.15E-8	2.04E-8	2.7599999905E0	2460957.733206018340	1.03E-8	8.2E-9	2.25E-8	2.2799999714E0
2460957.733356481418	1.91E-8	6.7E-9	1.66E-8	3.4800000191E0	2460957.733356481418	1.88E-8	8.0E-9	1.64E-8	3.4199998379E0
2460957.733645833563	1.33E-8	6.0E-9	2.14E-8	1.8599998951E0	2460957.733645833563	1.48E-8	4.9E-9	1.88E-8	1.0599999428E0
2460957.733703703620	1.27E-8	8.5E-9	2.21E-8	2.7400000095E0	2460957.733703703620	1.47E-8	7.0E-9	2.08E-8	1.6399998665E0
2460957.733993055765	1.99E-8	5.5E-9	2.58E-8	1.879999876E0	2460957.733993055765	1.62E-8	7.1E-9	2.76E-8	1.6999999285E0
2460957.734050925821	1.94E-8	8.8E-9	1.57E-8	2.5E0	2460957.734050925821	1.89E-8	9.7E-9	1.98E-8	2.7799999714E0
2460957.734143518377	1.89E-8	1.26E-8	2.05E-8	1.6599999666E0	2460957.734143518377	2.16E-8	7.4E-9	2.36E-8	1.2400000095E0
